id,hotel_name,user,city,date,contrib,help_votes,question
1079,Golden Nugget Las Vegas Hotel & Casino,wakeypride59,yorkshire,Apr 2019,254,65,"Hi everyone.... We're staying at the Golden Nugget for a week to celebrate my 60th birthday,staying in the Rush Tower,I was wondering if that the Rush Tower has a separate checking in desk,and whats the chance of a complementary upgrade...? Thanks everyone...."
1080,Golden Nugget Las Vegas Hotel & Casino,Dina M,"Cairo, Egypt",Apr 2019,19,9,Hi there I would like to ask if Burkini ( Long sleeve ) swimsuit is allowed in the hotel pools ? Thank you in advance :)
1081,Golden Nugget Las Vegas Hotel & Casino,Ryan N,,Mar 2019,,,"Does the Spa Suite have a sofa bed? I'll have 2 adult and 2 child, will it accommodate the 4 of us?"
1082,Golden Nugget Las Vegas Hotel & Casino,Shadwell_Wales,UK,Mar 2019,130,13,Hi - My 2 friends have a Carson Tower Double room booked for three nights and I am hoping to arrive a day later and join them for two nights. Will I be able to get a rollaway bed for those two nights?
1083,Golden Nugget Las Vegas Hotel & Casino,Lori C,"Fresno, California",Mar 2019,8,5,Where would I find services offered from the spa and prices?
1084,Golden Nugget Las Vegas Hotel & Casino,Rod C,"Eastbourne, United Kingdom",Mar 2019,8,2,"Hi, we are seriously confused on which tower out of Carson tower, Golden tower and Rush tower is the better one to choose from. We have looked at YouTube and the Carson tower rooms seem very basic and old, but the updated rooms seem ok. We have yet to choose one but would like a non smoking room if possible. But any advice on the Towers and rooms would be greatly appreciated. Also, does the pool area get totally shaded at anytime of the day."
1085,Golden Nugget Las Vegas Hotel & Casino,Fuzzle2Fuzzy,"Detroit, Michigan",Mar 2019,247,62,What’s the best way to book for best prices? Calling them directly? Online? Travel website? We are coming for a weekend in May...
1086,Golden Nugget Las Vegas Hotel & Casino,Fuzzle2Fuzzy,"Detroit, Michigan",Mar 2019,247,62,What’s the best way to book for best prices? Calling them directly? Online? Travel website? We are coming for a weekend in May...
1087,Golden Nugget Las Vegas Hotel & Casino,ssKari,,Mar 2019,1,,"Just curious if the resort fees are indeed waived for the month of April? When trying to book, online, it was still charging the resort fees."
1088,Golden Nugget Las Vegas Hotel & Casino,Shienara,"Cranbrook, Canada",Mar 2019,9,1,"Does anyone know recent pricing for cabana rentals? A group of us are going in April and considering renting one for a day, but everyone hates real human contact over the phone so no one wants to call. We just want someone to tell us. 😂 Thanks! 🙂"
1089,Golden Nugget Las Vegas Hotel & Casino,Dianne S,"Surrey, Canada",Feb 2019,2,,"I booked with air Canada vacations and my booking says the resort fee is optional, is this true? Also can I choose my room when I get there or should I do that prior to my arrival?"
1090,Golden Nugget Las Vegas Hotel & Casino,albert9911,,Feb 2019,,,Can you request two rollaway beds to the Rush Tower Deluxe room?
1091,Golden Nugget Las Vegas Hotel & Casino,albert9911,,Feb 2019,,,"Does the Rush Tower Deluxe room come with a sofa? If so, is a sofa bed an option?"
1092,Golden Nugget Las Vegas Hotel & Casino,dianadaviston,"Playa del Carmen, Mexico",Jan 2019,,,Best tower to stay in ?
1093,Golden Nugget Las Vegas Hotel & Casino,littlegiggles,"Ottawa, Canada",Jan 2019,18,7,Is the pool open now? If it’s closed will it be open in March?
1094,Golden Nugget Las Vegas Hotel & Casino,littlegiggles,"Ottawa, Canada",Jan 2019,18,7,Is the pool open now? If it’s closed will it be open in March?
1095,Golden Nugget Las Vegas Hotel & Casino,NorthStar189751,"Altheimer, Arkansas",Jan 2019,,,Do you have to pay a resort tax
1096,Golden Nugget Las Vegas Hotel & Casino,katiekatttt,"Milwaukee, Wisconsin",Oct 2018,1,,Do you offer shuttle service to the strip?
1097,Silverton Casino Hotel,Pegie O,,Apr 2022,,,Refrigerator in rooms?
1098,Silverton Casino Hotel,Pegie O,,Apr 2022,,,Rooms have fridge
1099,Silverton Casino Hotel,Laura M,"North Haven, Connecticut",Mar 2022,3,1,Will the pool bar be opening soon?
1100,Silverton Casino Hotel,satchamoe,satchamoe,Sep 2021,,,Where does their shuttle take you?
1101,Silverton Casino Hotel,Sheri B,United States,Sep 2021,,,Do you have tubs in room
1102,Silverton Casino Hotel,Geri K,"Highland, California",Sep 2021,,,Do u have 10x points on mondays
1103,Silverton Casino Hotel,Sparkey0512,"Oak Lawn, Illinois",Mar 2021,19,6,"Arriving on a Friday afternoon in April, what are the odds our room will be ready early or at least on time? We want to know if we need to kill time?"
1104,Silverton Casino Hotel,dmallen1955,"Munds Park, Arizona",Jan 2020,1,,How far to the convention center?
1105,Silverton Casino Hotel,JoyNCH,"Clovis, California",Oct 2019,301,104,"We were interested in the Mermaid School - how safe do you think the program is? Do you know if there is a lifeguard on duty, or if the instructors are swim teachers?"
1106,Silverton Casino Hotel,Ching Yan,"Singapore, Singapore",Oct 2019,5,1,What is the frequency and operating hours of the shuttle service to the strip and the airport?
1107,Silverton Casino Hotel,Alexander,"London, Canada",Aug 2019,11,1,How close is this Hotel to the strip?
1108,Silverton Casino Hotel,Cindy F,,Apr 2019,,,"Hi, Cindy. What would you like to know about this accommodation? please what is the name of the mattress and pillows? Sahara Night Pillows which style? Mattress so very comfortable name please & Thank you!"
1109,Silverton Casino Hotel,Fun time,"Angola, New York",Jan 2019,140,69,We’ll be visiting our favorite Silverton soon. Can anyone tell me if they still serve the most delicious cheese blintzes at the Bellini brunch on Sunday? Last time we visited we weren’t there on Sunday so they weren’t serving them. Thank you!
1110,Silverton Casino Hotel,Fun time,"Angola, New York",Jan 2019,140,69,We’ll be visiting our favorite Silverton soon. Can anyone tell me if they still serve the most delicious cheese blintzes at the Bellini brunch on Sunday? Last time we visited we weren’t there on Sunday so they weren’t serving them. Thank you!
1111,Silverton Casino Hotel,Brianindianapolis,Indianapolis,Dec 2018,9,1,Does the casino have motorhome parking available?
1112,Silverton Casino Hotel,Sherpa66814794339,,Nov 2018,,,Do you allow pets? Specifically a dog that would be crated during our stay?
1113,Silverton Casino Hotel,Kelli Jean F,"stayton, United States",Oct 2018,8,2,"Does the Silverton Hotel and Casino, offer roll away beds?"
1114,Silverton Casino Hotel,tpyatt,Nelson,Jul 2018,,,Does the Silverton Hotel have car seats in the shuttle for toddlers and if so do you need to book one in advance.
1115,Silverton Casino Hotel,abeck26,"American Fork, Utah",Dec 2017,,,Can someone tell me about the pool? Outdoor only? Is it warm enough to swim in the winter?
1116,Silverton Casino Hotel,Melinda J,,Dec 2017,1,2,Where is hotel check in located? Which entrance is the closest to registration?
1117,Silverton Casino Hotel,michelle1949,"Manchester, United Kingdom",Sep 2017,12,22,shuttle times from airport
1118,Silverton Casino Hotel,648Rose,"London, United Kingdom",Jul 2017,32,39,Do you need to call for the shuttle to pick you up from the airport or do they make regular trips? Also do they do free shuttles to the strip and back? And do you have to call for those or are they constantly running? Many Thanks
1119,Silverton Casino Hotel,reesecat,"Boston, Massachusetts",Jun 2017,262,218,During what hours is the pool open?
1120,Silverton Casino Hotel,Violet D,"Parker, Colorado",Jun 2017,1,,Does the hotel hold luggage if I arrive before check in?
1121,Silverton Casino Hotel,Joe M,,Apr 2017,,,Are they pet friendly
1122,Silverton Casino Hotel,Kimi R,"Shrewsbury, United Kingdom",Feb 2017,90,18,"Hi, could anyone please advise on how much a taxi would be from the hotel to the strip (or vice versa)? We plan on making use of the shuttle bus but just in case the shuttle doesn't go at the times we need I'd like to use taxis as a back up. Many thanks in advance!"
1123,Silverton Casino Hotel,Suzy-Oregon,"Medford, Oregon",Dec 2016,1,,Is there a resort fee?
1124,Silverton Casino Hotel,Davegmt2,"Tucson, Arizona",Nov 2016,1,,Are you pest friendly. We have a small (15#) 13 yr old dog.
1125,Silverton Casino Hotel,Davegmt2,"Tucson, Arizona",Nov 2016,1,,Are you pet friendly. We have a small (15 #) 13 yr old dog
1126,Silverton Casino Hotel,wiscomamacita,Ireland,Oct 2016,130,77,Does anyone have advice on how to get from the airport to the hotel?
1127,Silverton Casino Hotel,Ange L,"Wilmington, Ohio",Sep 2016,26,15,What is the airport schedule?
1128,Silverton Casino Hotel,Clódagh,,Aug 2016,9,19,Is Wifi in rooms included in resort fee? What deposit is paid upon check in and when is this returned to guest?
1129,Silverton Casino Hotel,mmfrances,"Los Angeles, California",Jun 2016,28,21,When is the Cracker Barrel here expected to open?
1130,Silverton Casino Hotel,DJ73,"Phoenix, Arizona",Jun 2016,24,32,Pet Friendly...Pet Fees???
1131,Silverton Casino Hotel,Cookcake,"Memphis, Tennessee",Jun 2016,12,5,How much is the daily resort fee?
1132,Silverton Casino Hotel,Clau562,,May 2016,,,Is a deposit fee required?
1133,Silverton Casino Hotel,Mzdcw,,Sep 2015,,,Do you have truck parking for Big Rigs?
1134,Silverton Casino Hotel,Leilani H,Woodstock,Jul 2015,7,1,How far is it to the strip? Also from the airport.
1135,Silverton Casino Hotel,Thegreek1942,"Clearwater, Florida",Dec 2014,,,"How often do the shuttles run to the Airport? Also, how often do they run to The Strip?"
1136,Silverton Casino Hotel,H Z,The Netherlands,Nov 2014,92,9,I was wondering if this hotel provides shuttle services to the Premium outlets South?
1137,Silverton Casino Hotel,Michael S,"Appleton, Wisconsin",Nov 2014,44,29,Is there a free shuttle to the Strip?
1138,Silverton Casino Hotel,DiegoZont,"Curitiba, PR",Jan 2017,15,2,"Olá, alguem que ficou recentemente, como está o hotel? fizeram reserva por onde? Algum problema com a reserva?"
1139,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Sandy D,,Jun 2022,,,Do you provide airport transportation?
1140,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Queen_Croom,"Goldsboro, North Carolina",Apr 2022,19,5,"Myself & my 2 friends are coming to Vegas the week of April 18th-22nd. I've seen mixed reviews on the hotel but I've already booked. I hope the rooms are clean & up to date. Are they? It's a trip for my 40th birthday so I want it to be really special!!! Are there things to do close by? Are there any shows that week, at the hotel? I booked a room with 2 beds, & a pullout couch. I hope that is what we get, as I read some travelers didn't get what they expected with their rooms. I hope everything is to my liking, because I always post my honest opinion/reviews of places."
1141,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Laurie W,"Fenton, Missouri",Mar 2022,,,"Going to vegas end of august and have not been for more than 20 years. Looking for a room that is somewhat newly renovated, CLEAN and on the strip. What recommendations would anyone have - trying to keep the costs for a hotel reasonable (200 total per night)"
1142,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",rik p,"Winnipeg, Canada",Mar 2022,,,Do they have covid testing for travel on site?
1143,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Beth A,,Feb 2022,,,Is there rv parking?
1144,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Debbie M,,Feb 2022,,,Information on the wedding chapel in treasure island Nevada
1145,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Debbie M,,Feb 2022,,,Information on wedding chapel Information on the wedding chapel
1146,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Liz F,"Huntington Beach, California",Jan 2022,24,10,What type of view do you have in the Petite Suite rooms?
1147,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Marlyn R,,Dec 2021,,,"Tower suite guests, is the tub big or small? Would it fit 2 people?"
1148,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Deanna L,,Nov 2021,1,,Is smoking allowed in rooms?
1149,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Alex R,,Nov 2021,,,Do you have a complementary transportation from the airport?
1150,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Michele A,"Caledonia, Canada",Oct 2021,240,102,"Canadian Travelers, where can we get our Covid test to return? Is there one close and price if you know?"
1151,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Michele A,"Caledonia, Canada",Oct 2021,240,102,"Heading there Oct 13, Are the pools open in October at that time? And are they warm enough to swim? Thank you"
1152,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Ha,"Portland, Oregon",Oct 2021,3,6,How do I make sure I have a non-smoking executive suite?
1153,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",don b,"Riverside, California",Oct 2021,,,tesla charger
1154,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",don b,"Riverside, California",Oct 2021,,,tesla charger
1155,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",darlene h,"Edmonton, Canada",Sep 2021,,,Share is the closest place to go to get a PCR covid test
1156,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Keith194,"Edmonton, Canada",Aug 2021,1,3,My wife and I will be going to Las Vegas from Edmonton alberta Canada in 3 week Sept 15 Where can I get a pcr covid test close to treasure island that I can pre-book Any help would be greatly appreciated Thanks
1157,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Susan H,,Aug 2021,2,8,Do you for PCR testing at the hotel ? Where is the closest place to get one please.
1158,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Maureen W,,Jun 2021,,,Is PCR Covid testing available at the hotel?
1159,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",occams-razor,"Antioch, Illinois",Jun 2021,89,69,"A reviewer mentioned the resort fee is optional. Is this true? If so, what does that change?"
1160,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Pamela G,"Highland Park, Michigan",Jun 2021,1,,Can we get a microwave or is there one available for people to use?
1161,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",TJ TROTTER,"South Bend, Indiana",May 2021,1,,"How much is the room deposit and resort fee? Can someone let me know, Thank you!"
1162,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",andirich14,"Omaha, Nebraska",Apr 2021,16,2,Expedia indicates there is construction going on at Treasure Island. Was thinking of booking here but now questioning my choice. Anyone know anything about it?
1163,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Treefrog,,Apr 2021,,,Is a mask mandatory while in or by the pool?
1164,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Nancy P,,Apr 2021,,,If you pay $25 for a pod of water is this an electric kettle and do they serve you coffee packets with
1165,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Rachel Y,"Minneapolis, Minnesota",Mar 2021,,,A package deal for airfare and hotel for two departing March 17th and returning March 20th from Minneapolis Minnesota to Las Vegas Nevada from Las Vegas Nevada to Minneapolis
1166,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Raghu,"San Jose, California",Mar 2021,62,34,Is it just a sitting sofa or a sofa bed (sleeper sofa) in newly updated/renovated suite rooms?
1167,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",styxfan63,"Pleasant Prairie, Wisconsin",Jan 2021,94,12,Does anyone have pictures of the Petite Suite(s) that has 2 queen beds? Curious of the layout compared to the king.
1168,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Brandon T,"Mansfield, Texas",Jan 2021,,,Is there a hot tub open?
1169,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Nina E,,Dec 2020,,,Is the pool and hot tub open currently
1170,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Evelyn,"Phoenix, Arizona",Sep 2020,,,Are you pet friendly
1171,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Laura,,Aug 2020,2,4,Is swimming pool open and can we get a coffee pot in our room.
1172,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Tjsz01,"Noblesville, Indiana",Aug 2020,11,4,Is there a shuttle service to/from the airport?
1173,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",occams-razor,"Antioch, Illinois",Aug 2020,89,69,what's the difference between a standard 2-queen and a deluxe one?
1174,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Tony,"Buffalo, New York",Jul 2020,,,Are all the restaurants open at Ti
1175,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",tracie G,"Gardner, Kansas",May 2020,36,11,How much are drinks at the pool area?? Thanks
1176,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Michelle H,,Mar 2020,64,21,"Is the resort fee per person, or per room?"
1177,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Lynlee4,"Oak Ridge, Tennessee",Mar 2020,,,What is the best way to get from TI to Mandalay Bay?
1178,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Go16857602705,,Mar 2020,,,How much is resort fee at treasure island
1179,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Allan Z,,Mar 2020,3,3,What company is TI associated with -----MGM or another ????? What player card works there now Thanks
1180,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Sandi P,"Regina, Canada",Mar 2020,14,44,Is the pool open in April?
1181,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",David K,,Feb 2020,25,38,Does TI still have the pirate show outside?
1182,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Stephen W,"Liverpool, United Kingdom",Jan 2020,42,17,Has anyone parked their car at TI? Is the garage underground or located elsewhere? What's the daily charge? That's 3 questions..sorry!
1183,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Mobius,,Dec 2019,510,135,Is there a resort fee? Tks
1184,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",theworkingpoor,"Lillooet, Canada",Dec 2019,25,16,Where is a cheap place to eat while staying here? How about a cheap cup of coffee and breakfast?
1185,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Sewjan,"Noblesville, Indiana",Dec 2019,35,3,Late check in
1186,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Experience602457,"King's Lynn, United Kingdom",Nov 2019,12,5,Do the rooms have hairdryers?
1187,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",ssherry,"Langley City, Canada",Nov 2019,17,5,Do they store your luggage for you if you have a late departure. Thanks.
1188,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",ssherry,"Langley City, Canada",Nov 2019,17,5,Do they charge resort fee everyday if so how much. Thanks.
1189,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Mick Deb,"Middlesbrough, United Kingdom",Oct 2019,18,26,Do all rooms have view of the strip ?
1190,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",MDGA6,Puerto Rico,Oct 2019,1,1,does it have transportation to the airport?
1191,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Bing Subiate,"Manila, Philippines",Sep 2019,23,6,Hi! Are all the rooms in this hotel have wifi? Thanks!
1192,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Bing Subiate,"Manila, Philippines",Sep 2019,23,6,Hi! Are all the rooms in this hotel have wifi? Thanks!
1193,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Jann G,"Belleville, Illinois",Aug 2019,4,1,Did you have to get to the ballroom really early each day? Or because you were staying there... were you able to reserve seats?
1194,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Niall McNally,"Craigavon, United Kingdom",Aug 2019,12,32,Is there a security deposit to pay on top of resort fee?
1195,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",oldnorht2,La Crosse,Jul 2019,1,5,Do the rooms have microwaves
1196,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Ashr a,"Richland, Washington",Jun 2019,4,2,Is there a fridge and microwave in the rooms ?
1197,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Tierra G,,May 2019,,,can I'll smoke bud in my room here
1198,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",mjlew,New York,May 2019,9,4,"Has anyone experienced theft, robbery or burglary at Treasure Island?"
1199,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Jomile,,May 2019,1,2,Does the garage have security cameras?
1200,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Poppie,"Beringen, Belgium",May 2019,262,56,Are all the rooms at TI remodelled or only partly/particular floors? TIA
1201,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Lindalu60,"Linden, California",Apr 2019,4,2,Can tickets for local attractions be purchased at front desk?
1202,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Tacolover,"Winnipeg, Canada",Apr 2019,10847,180,WHat time are the pirate shows at?
1203,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",relaxedtravel_sr,"Boulder City, Nevada",Apr 2019,7,1,Is there a resort fee in addition to the room rate?
1204,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Yelena Z,,Mar 2019,4,,"Is it Really possible not to get a two queen bed room? The hotel is huge and I keep wondering if $10 extra charge for guaranteed room type is necessary. Did it really ever happened to anybody that they requested two queen beds, but were denied this option at check in time?"
1205,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Poppie,"Beringen, Belgium",Mar 2019,262,56,Is the tram to the Mirage open? I know it was closed for more than a year. And not sure what the current state is. TIA!
1206,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Poppie,"Beringen, Belgium",Mar 2019,262,56,"Is the tram to the Mirage working? I know it was closed for a very long time, not sure of the current state. TIA!"
1207,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",sagepeach666,"Emeryville, California",Feb 2019,,,"Service dogs ok? If so, is there a fee?"
1208,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Adrienne S,"Coconut Creek, Florida",Jan 2019,6,5,For people who recently stayed was there any negative impact from the renovations going on currently
1209,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",James D,"Vancouver, Canada",Jan 2019,5,9,"Is the tram to and from the Mirage open and if not, when will it open?"
1210,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Ashley,,Jan 2019,,,"Does everyone receive buy one get one free coupons for the restaurants? If not, how can I receive some? Thanks in advance!"
1211,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Traynoel12,"New York City, New York",Jan 2019,30,3,Is there an indoor pool at Ti ? Is the outdoor pool open in January? Do they have pull out sofa in the rooms?
1212,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",James D,"Vancouver, Canada",Dec 2018,5,9,"Do they have late check out times and if so, what are the pricing?"
1213,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Joe P,,Dec 2018,1,2,Why is this hotel staff so rude and threatening?
1214,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Joe P,,Dec 2018,1,2,Why is this hotel staff so rude and threatening?
1215,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",JMan36,"Grand Ledge, Michigan",Dec 2018,13,,Do any suites have a couch that pulls out into a bed?
1216,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Wendy W,"Broken Arrow, Oklahoma",Dec 2018,11,2,How much do they charge for early check-in?
1217,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",4simou,"Raleigh, NC",Dec 2018,8,,Does anyone know if the rooms are warm at TI? Is it easy to get an extra comforter or blanket? Thank you!
1218,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",4simou,"Raleigh, NC",Dec 2018,8,,Is the tram still down?
1219,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Sightseer37740292833,,Nov 2018,,,"Hi - booked a room thru another website, can I somehow pay for early check-in? I will be arriving at around 10am. Thanks!"
1220,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",WisVacation_Traveler,"Green Bay, Wisconsin",Oct 2018,13,4,"We have a Petite Suite reserved for 5 nights. I assume the higher the floor the better for view? Is there a ""minimum"" floor level that we should request to be assured a good view? Is there a direction (north vs. south) we should request? Are drinks comp'ed/free while playing slot machines? Is there anything particular we need to know to be able to get the drinks free?"
1221,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",IowaTravelrUs,Iowa,Oct 2018,66,48,Will pool or hot tub be open Dec 1?
1222,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Craig D,"Portsmouth, United Kingdom",Oct 2018,3,,How much is hotel deposit looking to say for a week what is better cash or card.
1223,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Tam W,,Sep 2018,1,1,Is the buffet restaurant opened yet
1224,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Crystal J,"Bedford, United Kingdom",Sep 2018,14,4,How much is the resort fee? Is WiFi in your room included in the price?
1225,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",KatyB,"Manchester, United Kingdom",Sep 2018,84,76,Do they provide kettles in the room
1226,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Poppie,"Beringen, Belgium",Aug 2018,262,56,What floors are the renovated rooms located? What floors do have the Mystere banner which covers the view? Thanks!
1227,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Ellie M,,Aug 2018,4,1,We arrive 2nd December . Its our first trip to Vegas . Could you give me an idea of what weather we can expect with respect of what clothes to pack . Many thanks .
1228,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",iloveshoes25,"Herne Bay, United Kingdom",Aug 2018,59,47,Is there a resort fee?
1229,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Michael H,,Aug 2018,,,What is the view like from this room?
1230,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Leonardo L,,Aug 2018,,,"Hi, is hotel fee refundable??, if it is refundable what is the refundable fee percentage?? Thanks."
1231,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Karine P,"Edmonton, Canada",Aug 2018,,,"Can you eat at restaurants in other hotels/resorts on the strip even if you're not staying there? Same as the casinos? Also....for restaurants, do you generally have to reserve your table in advance or just walk in?"
1232,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",kmrosalez,"Fresno, California",Jul 2018,19,10,Do deluxe king rooms have a tub?
1233,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",kmrosalez,"Fresno, California",Jul 2018,19,10,Do deluxe king rooms have a tub?
1234,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",ATY39,"Sopot, Poland",Jul 2018,238,123,Is it possible to park an RV in their parking lot
1235,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Alan G,,Jul 2018,4,6,Do they still do the pirate show?
1236,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Poppie,"Beringen, Belgium",Jul 2018,262,56,"I have seen the news about the automated check-in kiosks, new at TI since this month... are they completely replacing the front desk personal check-in service or are the kiosks just an additional option for check-in? Thanks for any updated info you might have!"
1237,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",Nmg2466,,Jun 2018,2,,Does this hotel offer free airport transfers ?
1238,"Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel",dennis a,"Woonsocket, Rhode Island",Jun 2018,22,41,I heard the tram between ti and the mirage was shut down. Is this true as I’m going back in October and always used this to go back and forth?
1239,Wynn Las Vegas,Marie C,"Las Vegas, Nevada",Jun 2022,,,Is there a magnified makeup mirror in room?
1240,Wynn Las Vegas,bspalla,,Nov 2021,4,,Enforcing masks?
1241,Wynn Las Vegas,Devanand M,,Nov 2021,,,Will they store my luggage after I check out as I have a late flight
1242,Wynn Las Vegas,A travelling software engineer,"Cambridge, United Kingdom",Sep 2021,178,164,My wife snores like a tractor. Is the suite big enough that I can sleep on the sofa without going deaf?
