hotel_name,location,wrote,rating,title,comment
The Grand Hotel,"Buenos Aires, Argentina",November 2019,5,Excelente estadía,"Muy linda estadía pasamos genial. El hotel perfecto y habitaciones muy cómodas, limpias y amenas. La ubicación del hotel y vista desde las habitaciones es impagable.. La atención y calidez de los funcionarios fue muy buena."
The Grand Hotel,"Montevideo, Uruguay",November 2019,4,Perfect!,"El servicio y el hotel muy buenos, pasamos un fin de semana muy lindo en pareja. El desayuno muy rico, y las habitaciones e instalaciones también siempre limpias , amplias y lindas. sin duda volverems a visitarlos!"
The Grand Hotel,"Montevideo, Uruguay",November 2019,5,Un gran Hotel.,"Con todos los servicios, personal muy amable y atento, siempre dispuestos a resolver tus requerimientos, habitaciones muy confortables, todo ordenado , y prestando atención al mínimo detalle, desayuno espectacular."
The Grand Hotel,"Montevideo, Uruguay",November 2019,4,Excelente atencion personal.,"Si bien tuvimos problemas con el control de luces de la habitacion, con el aire acondicionado y el jacuzzi que no funcionaron, la comodidad e impecable limpieza de la habitación , la calidad del desayuno, las excelentes areas de entretenimiento y su califad y eqipamiento equipamiento , y sobre todo y muy destacable la excelente actitud y trato de todo el personal en contacto con nosotros, resultaron en una estadía muy agradable. Si agregamos a eso la ubicacion del hotel, seguramente regresaremos al mismo y lo recomendaremos a nuestros amigos."
The Grand Hotel,"Montevideo, Uruguay",November 2019,5,Estancia.,"Primera vez en Punta del Este , visita bastante agradable, servicio del hotel muy bueno, en especial Adriana que fue la persona que nos atendio todas las preguntas y oriento con respecto a actividades a realizar durante nuestra estancia"
The Grand Hotel,"Montevideo, Uruguay",November 2019,5,Excelente,"Excelente en punta del este, destacada la Atención de todo el personal del hotel, siempre y sin excepción. Recomendable también por sus instalaciones, habitaciones y ubicación. Sin dudas esteremos de nuevo ahí"
The Grand Hotel,"Montevideo, Uruguay",November 2019,5,Pasamos bárbaro!,Espectacular el servicio y la atención. La comida muy buena. El servicio de toallas en piscina y de bebidas en el gimnasio también. El club del niño también variados juegos. Volvería con mucho gusto! Gracia
The Grand Hotel,"Montevideo, Uruguay",November 2019,5,No hay otro igual,Excelente hotel es poco decir. Desde que uno llega se encuentra muy bien atendido. El personal súper educado y amable y se desvela por la correcta atención. Era el cumpleaños de mi esposa y le subieron una torta a la habitación. Permitieron check out late sin costo. Las habitaciones muy amplias limpias y con excelente vista. Pusina amplia y muy buen spa. Para volver siempre
The Grand Hotel,"Montevideo, Uruguay",November 2019,4,Servicio general.,"La experiencia fue muy gratificante en todos sentidos. Tal vez solo mejorar la rapidez en servir las mesas, aunque no quiere decir que estuvo mal. Con respecto al sueño, las almohadas me resultan muy blandas, pero es muy personal. Saludos."
The Grand Hotel,"Montevideo, Uruguay",November 2019,5,viaje en pareja,"viaje en pareja, todo muy bien. muy buen desayuno, la habitacion amplia y comoda al igual que la cama y almohadas. una vista muy linda. la piscina interior deberia de haber sido un poco mas grande, pero en verano al tener en frente, no importa. la piscina exterior al ser primavera no la use."
The Grand Hotel,"Montevideo, Uruguay",November 2019,4,Altamente recomendable,"Muy buen hotel, con un servicio e instalaciones excelentes. El único inconveniente que tuvimos fue al llegar que nuestra reserva no estaba en el sistema pese a que me habían confirmado por mail que estaba ok la reserva."
The Grand Hotel,"Punta del Este, Uruguay",October 2019,5,muy bueno!,"excelente, mb hotel, cerca de la punta con sus amplias habitaciones y servicios de spa, restaurante, hoteleria, recepcion, y un desayuno buffet con gran variedad de opciones para degustar y disfrutar !!!!"
The Grand Hotel,"Punta del Este, Uruguay",October 2019,5,Buenísimo,"Muy lindo para quedarse en familia. Buenas instalaciones , excelentes terminaciones y espacios grandes. Muy amable todo el staff. El desayuno excelente! Lo recomendamos por su ubicación y buenas vistas."
The Grand Hotel,"Punta del Este, Uruguay",October 2019,5,Excelente....,"The Grand nunca deja de sorprenderme... en época de recorte de gastos y cuando notas el deterioro de otros establecimientos aquí se apuesta al mantenimiento de las instalaciones y el bienestar de los huéspedes... excelente desayuno con productos de primerisima calidad (nunca una mala cara por un huésped que ingresa tarde al desayuno, por el contrario siempre dispuestos y cordiales en colaborar con un café y algo más...), amenities de Aqua di Parma, alfombras, ropa de cama y toallas impecables.... recomiendo y son de mi preferencia las habitaciones Ocean Front o las Ocean View vista hacia la Península (aunque en esta oportunidad me toco vista hacia La Barra)... todo el personal sumamente cordial y atento, desde el Front Desk hasta el servicio de mucamas y en especial el de"
The Grand Hotel,"Punta del Este, Uruguay",October 2019,5,Recomendado,"Sin dudas esta para recomendar, excelente atención, servicio, todo impecable. Sin dudas para pasar unos dias increíbles. Cada detalle que tienen con uno es único y hace que sea tan ameno el ambiente. Sin dudas volveré!"
The Grand Hotel,"Punta del Este, Uruguay",October 2019,5,"Moderno, cómodo y con buen servicio",Disfrute mi estadía en el hotel. Es un establecimiento muy moderno y acogedor al mismo tiempo. La habitación cuenta con todo lo necesario para sentirse cómodo! El desayuno también es muy completo y sabroso.
The Grand Hotel,"Punta del Este, Uruguay",October 2019,5,Excelente,"Hermoso hotel y todo excelente, la atención, limpieza, desayuno bufete, las piscinas climatizadas. La habitación impecable, confortable y cálida. Pasamos un fin de semana de descanso hermoso. En cuanto puedamos volveremos!"
The Grand Hotel,"Punta del Este, Uruguay",October 2019,5,excelente,"Un servicio de excelencia, todo super recomendable, las habitaciones, las piscinas, las partes comunes del hotel, el trato del personal muy bueno. Sin duda que volveremos, ya que cuidan todos los detalles del hotel"
The Grand Hotel,"Punta del Este, Uruguay",October 2019,5,Comfort y calidad,"Vamos seguido a este hotel, es maravilloso en todos los servicios que brinda. Productos de excelente calidad y mucho comfort en sus instalaciones. El personal trabaja muy bien y siempre son los mismos empleados, eso habla de poca rotación."
The Grand Hotel,"Punta del Este, Uruguay",October 2019,5,Descanso en familia,"Visitamos el hotel con mi esposo e hijo de 3 años y ya queremos volver! Habitaciones muy limpias, desayuno muy rico y personal muy atento a nuestras necesidades. A destacar: a pesar de que se estaba llevando a cabo en el hotel el festival Aromas y Sabores, nuestro descanso se vio inalterado, punto especial por el orden y tranquilidad!"
The Grand Hotel,"Punta del Este, Uruguay",November 2018,5,Calidad,"Excelente atenciòn, servicios, habitaciones amplias aseadas, ubicaciòn soñada, un hermoso parque y un detalle encantador LA SALA DE CINE...con peliculas nuevas. Una pileta cubierta muy buema. Personal con una sonrisa atentos a las necesidades del pasajero."
The Grand Hotel,"Montevideo, Uruguay",October 2019,5,Disfrute y descanso,"Volvimos por segunda vez a alojarnos a The Grand Hotel por su buena ubicación, habitaciones con preciosa vista al mar y muy confortables, el desayuno es muy completo y las piscinas muy disfrutables en esta época del año."
The Grand Hotel,"Montevideo, Uruguay",October 2019,5,Punta del Este en Grand Hotel,"Excelente Hotel bien ubicado frente a la playa un poco alejado de la península, las habitaciones son muy buenas y bien decoradas, limpias y con vista directa al mar. El desayuno es de buena calidad, con opciones varias para todos. Los servicios muy buenos, piscinas, Spa y gimnasio. La atención del personal es realmente excelente, muy bien preparado, educado y profesional."
The Grand Hotel,"Montevideo, Uruguay",October 2019,5,Excelente estadía,"El hotel está muy bien ubicado, frente a la playa brava y cerca del puerto. La habitación con vista al mar realmente vale la pena, la vista es espectacular. El espacio es amplio, y todo está muy bien cuidado, desde la decoración, los ammenities y todo el equipamiento. Tanto sábanas como toallas están en impecable estado, hay un frigobar con refrigerios y losa radiante en el baño. La ducha es muy buena, y el baño super cómodo. Las instalaciones en general son muy buenas, usamos el gimnasio, la piscina y el bar y todo estuvo excelente. El desayuno es muy bueno, variado y de muy buena calidad. También tienen préstamo de bicicletas. El personal en general fue muy atento y educado, siempre nos ayudaron en todo de manera muy amable. Es un hotel muy recomendable, tuvimos una muy"
The Grand Hotel,"Montevideo, Uruguay",September 2019,4,Un lugar para descansar,"Las habitaciones son enormes y la vista es muy buena a la playa brava. el lugar es muy lindo y se puede dormir muy bien. las camas son muy confortables, El personal es muy amable y siempre estan a la orden para, ayudar al huesped y hacerlo sentir muy comodo."
The Grand Hotel,"Montevideo, Uruguay",September 2019,5,Cumple 50,"Todo excelente, el hotel, la limpieza, el spa ...las piscinas, el desayuno. NO tengo ninguna queja, solo aclare 2 cositas, lo de netflix en los cuartos y si hay posibilidad de un late chack out lo avisen con tiempo."
The Grand Hotel,"Montevideo, Uruguay",September 2019,5,"Un Gran hotel, sin duda","Excelente atención. Buen barman. Buena predisposición de los empleados. Linda ubicación. Un hotel recomendable para turismo o negocios. Tuve además una excelente calidad de sueño, sin ruidos ni nada que me sobresalte."
The Grand Hotel,"Montevideo, Uruguay",September 2019,5,Volvería a concurrir,"Volvería a concurrir, excelente servicio, personal muy ameno, excelente parte gastronómica. Amplio horario para distenderse y concurrir a su spa, piscinas, gimnasio y demás servicios. Volvería a concurrir y lo recomiendo. Muchas gracias"
The Grand Hotel,"Montevideo, Uruguay",September 2019,5,Excelente! en todo sentido.,"Fuimos 2 noches. La estadía fue genial, desde los servicios, la limpieza, las habitaciones y todo el edificio en sí que es hermoso. El desayuno es exquisito, y todo el personal muy amable y atento. Recomendamos ampliamente a todo el que quiera disfrutar de un gran hotel, sin dudas el mejor de Punta del Este."
The Grand Hotel,"Montevideo, Uruguay",September 2019,5,Review,Las únicas quejas que tengo son el wi-fi en la habitación que no funcionaba. Y que cuando uno llega a la habitacion a uno no le queda claro que era de cortesía y que no ya que estaba todo mezclado y eso me genero una molestia al saber que tenia que pagar unos chocolates que creí eran cortesía.
The Grand Hotel,"Montevideo, Uruguay",September 2019,5,Lo que estás buscando,"Exelente hotel. Moderno, habitaciones hermosas, cómodas y limpias. Baños modernos con hidromasaje. Spa hermoso!!!! De los mejores desayunos de Punta del Este! Y el personal, un real equipo de trabajo!!"
The Grand Hotel,"Montevideo Department, Uruguay",September 2019,5,Excelente,"Todo acordé a lo esperado, totalmente recomendable. El desayuno excelente y la habitación era muy cómoda, calidad ay hermosa. El único detalle a mejorar era la temperatura de la piscina grande, que no estaba tan caliente como esperabamos. El resto excelente"
The Grand Hotel,"Montevideo Department, Uruguay",September 2019,4,Excelente hotel por atención y hospitalidad,"Muy buen hotel, excelente ubicación. Atención destacada. Muy buen desayuno. Muy bueno el happy hour de tragos del Viernes, el trago de bienvenida, el agua y el café de cortesia. De destacar el gesto de encontar gatorade, agua y bananas a la salida del desayuno el día de la maratón. Escelente gesto."
The Grand Hotel,"Montevideo Department, Uruguay",September 2019,5,Excelente hotel,"El hotel es muy lindo y con una atención excelente. La piiscina cubierta es grande y con una temperatura agradable. El jacuzzi es amplio también. Hay una piscina descubierta, no la utilicé por la época en la que estuve, pero es grande también. Tiene un salón muy amplio para los niños, con juegos y con actividades para ellos."
The Grand Hotel,"Montevideo Department, Uruguay",September 2019,5,Fin de semana de celebración,"Todo excelente, es un hotel en el que puedes ir a descansar, cuenta con todas las opciones necesarias para su disfrute. Estuvimos celebrando nuestro aniversario y nos recibieron con un detalle muy hermoso. Gracias!"
The Grand Hotel,"Montevideo Department, Uruguay",September 2019,5,Excelente servicio-,"Muy buen hotel, servicio e instalaciones de primera- Seguramente de lo mejor que se puede encontrar en Punta del Este. Todos muy amables y enfocados a que el huesped pase bien sin preocupaciones......."
The Grand Hotel,"Montevideo Department, Uruguay",September 2019,5,Excelente hotel,"Todo excelente! La atención del personal, la habitación muy linda, con vista al mar, la piscina climatizada y el desayuno muy bueno! Muchas variedades. El personal siempre atento a todos los detalles y súper amable!"
The Grand Hotel,"Montevideo Department, Uruguay",August 2019,4,Bien,"Hotel correcto. Buena comida, habitaciones cómodas. Puede mejorar instalaciones para niños. Buena ubicación linda vista. El personal es muy amable y servicial. En general todo fue muy bien gracias. Chau"
The Grand Hotel,"Montevideo Department, Uruguay",August 2019,5,Excelente todo ! Un hotel con todo los servicios muy bien contemplados. Volveremos servicios pasamos una hermosa estadía,"Excelente todo ! Un hotel que contempla todos los servicios , educación rapidez limpieza confort Buen desayuno , buenas camas , buena ducha ! Excelente baño . Buen personal , atento , educados . Es para ir más de una noche ."
The Grand Hotel,"Montevideo Department, Uruguay",August 2019,5,Comentarios,"El hotel cumplió ampliamente con todas nuestras expectativas, muy bonita ambientación, el personal de muy amable trato. Muy agradables las piscinas temperadas. El desayuno sobresaliente, las habitaciones muy cómodas."
The Grand Hotel,"Montevideo Department, Uruguay",August 2019,4,Fantastica vista desde la habitación,"La habitación con vista frontal al mar es maravillosa. La atención es muy buena, salvo en el desayuno que es regular. Deberían mejorar el desayuno en general. La comida en el restaurante no es lo mejor que tienen...."
The Grand Hotel,"Montevideo, Uruguay",August 2019,5,Inmejorable,"Probablemente el mejor hotel de Punta del Este. Diseño moderno y funcional pero sin perder relación humana. Las habitaciones son muy amplias y todas tienen una vista espectacular. La isonorización es perfecta. El desayuno es muy completo, con tres platos calientes, salmón ahumado y jugo de naranja natural. Los servicios y ammenities son adecuados y eficientes y el personal es muy amable y natural, sin excesos innecesarios."
The Grand Hotel,"Montevideo, Uruguay",August 2019,5,Felicitaciones !!!!,"Volvieron totalmente renovados, felicitaciones !!!!!! Fuimos un fin de semana muy frío y pudimos aprovechar al máximo las instalaciones, la piscina es un placer y nuestra hija disfrutó mucho del kids club. Es un hotel al cual no se le puede pedir más. Muchas gracias."
The Grand Hotel,"Montevideo, Uruguay",August 2019,5,una experiencia que vale repetir,"todo de gran calidad, con detalles muy humanos, y sin ostentar lo que lo eleva aun mas.. Nos quedamos con mi señora y usamos los tragos de regalo, usamos el cuarto a pleno, las vistas , los rincones con sillas, la iluminación, los baños, la ducha y un desayuno de carácter paradisíaco en un ambiente que parece una nave espacial, pero cálida, jeje...gracias a todos los del servicio en general. Todos muy atentos a nuestras mas minimas inquietudes"
The Grand Hotel,"Montevideo, Uruguay",August 2019,5,Excelente estadía,"Muy buenos servicios y excelente desayuno. Spa y piscina muy buenos. Excelente vista, limpieza perfecta. El personal es muy atento y el trato es muy cordial. Todos los servicios son de excelente calidad"
The Grand Hotel,"Montevideo, Uruguay",August 2019,5,Excelente,"El personal excelente La habitación impecable, cómoda y reconfortante Muy buena ubicación Lo único que me pareció un poco caro fue la comida del salón De muy fácil acceso. La piscina impresionante, el yacuzi divino, acrorde con todas las instalaciones"
The Grand Hotel,"Montevideo, Uruguay",August 2019,5,"Un finde en Grand Hotel: una excelente experiencia, relajante y placentera","Estuvimos el fin de semana del 2 al 5 de agosto, y como cada vez que vamos tenemos una muy buena experiencia. El personal es muy amable, a tal punto que el domingo 4 estábamos cenando en el restaurant del hotel y mi esposo no se sentía bien. Decidimos irnos para la habitación y el mozo que nos atendió fue extremadamente amable, (un reconocimiento especial para el) informando a la Recepción, la que nos ofreció llamar a una emergencia. Gracias a Dios no fue necesario, pero da mucha tranquilidad saber que se puede recurrir a ella. Por otro lado debemos decir que notamos una mejoría en los platos que se ofrecen en el restaurant, y el desayuno que como siempre es espectacular. Todo los demás, la habitación con jacuzzi, la cama, limpieza etc. es 10 puntos."
The Grand Hotel,"Montevideo, Uruguay",August 2019,5,Espectacular,"Hermosas instalaciones, gran comodidad y personal super cálido. Todo pensado para sentirse bien, super limpio y organizado. El desayuno muy rico, la habitacion hermosa y el sector de piscinas muy agradable. Muy recomendable!"
The Grand Hotel,"Montevideo, Uruguay",August 2019,5,Una estupenda estadía invernal en Punta del Este,"Muy recomendable quedarse un fin de semana en pleno invierno en el The Grand Hotel de Playa Brava. El Spa, la habitación, el desayuno, la atención de todos los empleados con que tratamos hizo de esa estadía algo excelente. Sin duda, una opción interesante para romper con los largos y gélidos días del invierno uruguayo."
The Grand Hotel,"Montevideo, Uruguay",August 2019,5,muy bueno,"excelente atención de todo el personal del hotel, muy limpio, todo bien, instalaciones muy buenas. Spa muy cómodo . Atentos a la llegada, con el estacionamiento, buen trago de bienvenida y el lugar tranquilo y buen acceso."
The Grand Hotel,"Montevideo, Uruguay",July 2019,5,Excelente hotel. Ubicación ideal. Gran variedad de actividades dentro del hotel. Personal súper amable.,Es la tercera vez que nos alojamos en este hotel y esperamos poder seguir haciéndolo. Habitaciones amplias con vista al mar. Piscina. Cine. Gimnasio. Kids club súper completo. Desayuno variado. Opción de media pensión con gran variedad de platos. Personal súper amable. Ideal para ir en pareja o con niños. Súper recomendable!! Gracias por todo!
The Grand Hotel,"Capital Federal District, Argentina",July 2019,5,Moderno y cómodo,"La habitación es amplia. Y el baño también. Los muebles están impecables y la decoración es perfecta. La calefacción es por losa radiante, x lo cual no habían ruidos molestos. La cama almohadas y sábanas diez puntos. Volveríamos"
The Grand Hotel,"Capital Federal District, Argentina",July 2019,5,Hermoso hotel,"Todo muy bien, el personal atento en todo momento, las instalaciones muy cuidadas y el ambiente muy cálido. La ubicación y vista acompañan tu visita de la mejor manera. El desayuno muy completo y variado. Hicimos uso de la pileta, el cuarto de juegos de niños, el cuarto de lectura y las bicicletas. 100% recomendable."
The Grand Hotel,"Capital Federal District, Argentina",July 2019,5,Siempre una excelente opción,"Hace 4 años visitó el gran hotel , siempre en viaje de pareja. Esta oportunidad y con motivo de la celebración del cumpleaños de un familiar fuimos un grupo de 10 adultos y 3 niños. Como siempre la experiencia fue excelente. Bien recibidos, incluso esperaron a la cumpleañera con un rico postre en su habitación. Los servicios excelentes"
The Grand Hotel,"Capital Federal District, Argentina",October 2018,5,Excelente,"Excelente por donde lo mires, el personal súper amable, la limpieza impecable, habitaciones super espaciosas, cómodas, limpias. El desayuno, increible. Todo perfecto, nada que criticar. Volvería sin dudarlo. Súper recomendable."
The Grand Hotel,"Capital Federal District, Argentina",May 2019,5,"Gran Hotel, como su nombre","Reservamos en este hotel por sugerencia de la dueña de un hotel boutique que nos recomendaron y que se encuentra en reparaciones, ahora fuera de temporada. Ha resultado una excelente elección. Linda arquitectura, una excelente ubicación. Cuenta con un spa muy agradable y cómodo. Piscina temperada, jacuzzi y oferta de masajes. También un bar muy bien atendido y el desayuno simplemente magnífico"
The Grand Hotel,"Capital Federal District, Argentina",May 2019,5,Huésped durante el incendio - participante 500 Millas CUAS,"Me tocó vivir el incendio del ulitmo piso del hotel, debiendo abandonar el mismo a las 2 AM. Esta situación de emergencia me permitió valorar la excelencia del personal del hotel, su profesionalidad, amabilidad y templanza. También la disposición para solucionar a los huéspedes la desagradable situación vivida. Mis felicitaciones al personal y a la empresa. Gonzalo Arroyo"
The Grand Hotel,"Capital Federal District, Argentina",May 2019,5,Estamos seguros que pronto volveremos,"Como en otras oportunidades volvimos a visitar este hermoso Hotel y nos toco estar la noche en que se incendio la azotea. Estábamos durmiendo y nos evacuaron, por suerte estamos bien y fue solo un susto. Agradecemos a todo el personal y estamos seguros que pronto volveremos"
The Grand Hotel,"Capital Federal District, Argentina",May 2019,5,Excelente!,"Excelente opción de hotel, la infraestructura y el personal. Muy buena ubicación y tranquilidad. Muy buen desayuno y excelente limpieza. Muy cordial todo el personal. Rapido check in y check out. Muy buena la comida del resto."
The Grand Hotel,"Capital Federal District, Argentina",May 2019,5,Inolvidable Estadía Familiar,Un gran hotel con staff super atentos a cada detalle. La propiedad te sorprende a cada paso con detalles de calidad y lujo moderno. Especial agradecimiento al staff de recepción que nos prestó un termómetro en varias oportunidades y ofrecieron llamar a la emergencia. Por suerte no hizo falta. Muy recomendable!
The Grand Hotel,"Capital Federal District, Argentina",May 2019,4,Muy buen desayuno,"Fuimos hoy con mi esposa y bebe de 16 meses a desayunar. El lugar muy lindo, bien atendido con personal muy amable, y el desayuno muy variado y abundante. Es buffet, y la verdad que todo lo que probamos estaba exquisito. El precio razonable. 30 dols por adulto."
The Grand Hotel,"Montevideo, Uruguay",May 2019,5,Recomendado,Me gustó mucho estar hospedado ahí. El trato es muy bueno del personal y las instalaciones están muy bien. El dasayuno buffet está buenísimo y el tour que me recomendaron me encantó. Seguro volveré a este hotel.
The Grand Hotel,"Montevideo, Uruguay",May 2019,5,"Personal muy atento, hotel limpio, cuidada, área de spa muy agradable y buena temperatura de las piscinas ,","Poscinas con buena temperatura , no tiene estacionamiento techado pero hay ballet parking . Lindo ambiente y personal muy atento en todo momento . Consultar promociones . La crema de enjuague no es buena el resto de las amenities si ."
The Grand Hotel,"Montevideo, Uruguay",May 2019,5,La joya de Punta,"Hotel de extremo lujo que cuida todos los detalles, y procura el disfrute máximo de sus huéspedes. Las habitaciones son grandes y cómodas, el restaurante ofrece comida exquisita, y la pileta interna, jacuzzi y spa son espectaculares."
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,Impecable,"Toda la estadía fue perfecta en la habitación, en las distintas instalaciones del spa y el hotel. El Personal siempre muy atento y bien dispuesto se preocupo todo el tiempo de que la estancia fuera perfecta. La gastronomía tanto en el desayuno buffet como en la cena del sábado a la noche estuvo a la altura de la excelencia."
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,Muy recomendable. Una estadía muy placentera,La habitación y las intalaciones del hotel muy confortables. La atención del personal muy amable. El desayuno excelente. El spa no hice uso y estimo que el costo es excesivo. La piscina y yacuzzi excelente. Colmó totalmente mis expectativas.
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,Me encanta volver siempre al The Grand,"El mejor hotel de Punta del Este, no me canso de decirlo. Es un placer hospedarnos allí. Todo es absolutamente disfrutable: la habitación grande y confortable, la cama enorme y súper cómoda, muy silencioso para descansar bien, la piscina un placer, especialmente la caliente con chorros, el desayuno súper completo y riquísimo, y la atención del personal súper amable y siempre pendientes de los huéspedes."
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,Mantiene su excelencia,"Nos hospedamos al menos una vez al año en este hotel y destaco que siempre mantiene un nivel óptimo en todos sus aspectos: la calidad del desayuno, la limpieza y mantenimiento de las habitaciones y del hotel en general, la cordialidad y eficiencia de todo su personal y las ammenities no tan usuales que, como el cine, hacen más placentera la estadía."
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,Maravilloso,"No he parado en el hotel, solo hice uso del parador “Brava Grand” y de la confitería del hotel que da a la calle (una suerte de lobby bar pero que también ofrece mesas a la calle) en el último fin de semana de pascuas. El parador es extraordinario, con una vista inigualable a la brava y un restó que ofrece una muy buena comida (las rabas con salsa tártara son fresquísimas y exquisitas). La confitería del hotel también es muy atractiva ya que tiene una gran vista y un auspicioso servicio de te. Súper recomendable. La próxima espero poder alojarme en el hotel."
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,Muy agradable sorpresa,"La estancia en este hotel se puede considerar como uno de los mejores (por no decir el mejor) en cuanto a amabilidad y trato de los que hemos visitado hasta el momento (que no han sido pocos). Estamos realmente muy contentos de la experiencia, del servicio, de la ubicación, la atención, la limpieza... de todo. De verdad, que un gran trabajo. Hicimos el viaje en familia (5 personas, dos habitaciones), y nos sentimos como en casa desde el primer momento. Altamente recomendable."
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,Extraodinaria opción,"Dimos por una recomendación de una amiga, no me imaginé que estuviera tan bien el hotel, el lobby es cómodo y moderno, desde que llegas son muy atentos, los cuartos están muy amplios y cómodos, la alberca está muy bonita, hay techada y en el jardín, lo único que podrían mejorar mucho es el desayuno buffet"
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,Excelente!,Un hotel con una estructura muy poco común y un servicio increíble de los empleados tanto de la cocina como de mostradores. Lo volvería a elegir para la vuelta a Punta del este!! Muy recomendable para parejas y familia!!
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,Asi se hace un hotel 5 estrellas!,"Es un lugar con todo equipamiento, muy bien diseñado con productos de alta calidad, muy limpio, muy buena atención de parte de todo el personal. Fue una experiencia super placentera! Super recomendable!!"
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,Excelente,"Hermoso hotel moderno, bien atendido, personal respetuoso y cortes Limpio por donde lo busques. Excelente desayuno, si bien esta vez no cene u almorcé en el hotel las anteriores veces que lo he hecho la comida fue de primera"
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,Excelente Hotel!!!,"Habitación amplia y luminosa, todo tipo de servicios, personal amable, y el maximo en higiene. Tiene cine dentro de las instalaciones, piscina interior y exterior muy bien cuidadas, todo el hotel está a nuevo. Sigan así. Cómo para mejorar, deberían ver la posibilidad de tener all inclusive"
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,MUY AGRADABLE ESTADIA,"Excelente atención, habitaciones sumamente confortables, muy bien ubicado. Excelente desayuno. Señores de TripAdvisor: No pueden obligar a los clientes/viajeros/turistas a escribir un mínimo de 200 caracteres. El valor de las opiniones emitidas no va en la extensión, sino en el contenido. Si esto no es posible, no daré más opiniones ni consultaré más su página ni App"
The Grand Hotel,"Montevideo, Uruguay",April 2019,5,hermosa estadía,Pasamos muy bien con mi señora en una fecha muy especial de aniversario de bodas. EL hotel es encantador y cuanta con mucho detalles que hacen agradable adicionalmente al motivo de nuestra estadía. Recomendable.
The Grand Hotel,"Montevideo, Uruguay",March 2019,5,The grand hotel punta del este es excelente,"La ubicación del hotel frente al mar y en el barrio de san rafael es excelente, habitaciones amplias Moderno buen spa buen bar buenas instalaciones el personal muy amable, me encanto volveria no tengo ninguna queja"
The Grand Hotel,"Montevideo, Uruguay",March 2019,5,Excelencia en Punta del Este,"Excelente hotel, diría el mejor en Punta del Este. Muy bien atendido, desde el check-in, el Bar, Desayuno, Salones, etc. Muy buenos servicios, elegante, ideal para pasar un fin de semana de descanso después de trabajar"
The Grand Hotel,"Montevideo, Uruguay",March 2019,5,Excelente en todos los aspectos,"El hotel está muy bien ubicado. Las habitaciones, el mobiliario, las amenities y, sobre todo el trato del personal, son de primera línea. Los dos restaurantes tienen buena comida a precios razonables. Muy recomendable."
The Grand Hotel,"Montevideo, Uruguay",March 2019,5,"Moderno, muy bien ubicado ,excelentes servicios.","Diseño espectacular, amueblamientos modernos, vistas increíbles de todas las habitaciones. Personal atento , Accesibilidad a la playa con servicios completos, incluyendo el parador y el buen restaurante."
The Grand Hotel,"Las Condes, Chile",March 2019,5,Espectacular!,"Excelente lugar, buena ubicación y atención amable de todo el personal del hotel. Todo extremadamente limpio. El desayuno, como la comida en general, de primer nivel. Totalmente recomendable. Sin duda volveremos."
The Grand Hotel,"Las Condes, Chile",March 2019,5,Tercera vez que vamos,"Es un lugar que solemos ir, dado que hay un ambiente muy calido y la atencion del personal es excelente. Esta todo hiper limpio y estan en cada uno de los detalles. Hay un punto que es necesario que mejoren, que es la calidad de la señal de Wi fi, es pesima"
The Grand Hotel,"Las Condes, Chile",March 2019,5,Siempre se supera,Parece imposible pero cada estadia tiene muchas sorpresas agradables. Son los detalles menores que hacen la estadia mas agradable. Esta vuelta nos encontramos con capsulas de cafe para tomar en la habitacion todos los dias
The Grand Hotel,"Las Condes, Chile",March 2019,5,Excelente,Excelente Hotel. La atención y calidez del personal es muy destacable. Las instalaciones completas y muy bien cuidadas. También las actividades muy creativas. El restaurante con excelentes menúes y variedades y muy buena atención. Lo único a mejorar es el alcance de Internet. Excelente!!!
The Grand Hotel,"Las Condes, Chile",February 2019,5,Segunda estadia en el Hotel,"Totalmente placentero !!! Excelente ubicación,servicio de playa impecable, gimnasio muy bien equipado ,desayuno sumamente completo, valet parking muy eficaz...... sin duda es mi lugar en Punta del Este ..."
The Grand Hotel,"Las Condes, Chile",February 2019,5,La mejor propuesta de hotel en Punta del Esta,"Tiene todo lo que uno necesita, desde el arribo, el personal en general, la recepción, desayuno, las piscinas y el ambiente es muy familiar. El servicio de playa también es una importante de la estancia el servicio es muy bueno."
The Grand Hotel,"Las Condes, Chile",February 2019,5,Excelente estadia en The Grand Hotel,"Nos alojamos en febrero 2019 en el hotel, habitacion superior, realmente muy bien atendidos. Muy calido el personal, amables a toda hora. La arquitectura nos fascino, por fuera y por dentro, parecia que estabamos dentro de un crucero, muy bien logrado, simulaba ingresar al mar."
