question_id,user,date,answer,votes
664,604leeford,Aug 2018,I've never asked for an upgrade.,0
665,kum28,Jan 2018,"We also did not rent a cabana, Sorry cant help",-1
665,john f,Jan 2018,In all the years I've been going there I have never rented a cabana Sorry,-1
666,mvahl76,Jan 2018,I don’t think you can bring your own alcohol. I think they are $20 but you should verify that one.,0
666,LoveMyGators,Jan 2018,We had a cooler in the room and did bring drinks in cups down to the pool. I think they restricted coolers at the pool.,-1
667,Pitchulina,Dec 2017,"we went in october and it was difficult to say whether the water is warm from weather or heating, I guess it was about 22 -23 C",0
668,anna,Dec 2017,"Good Morning Jsg373, we do have connecting rooms but they are limited. we only have king rooms connecting to doubles. If you are looking for connecting rooms make sure that you let our reservations team at the time of booking so we can take care of your request.",0
668,Matreshka2014,Nov 2017,No...unfortunately )),1
668,Mommacocoa66,Nov 2017,I dont think so,0
669,bruceygirl,Nov 2017,The cabanas would need to be reserved the day before for sure The chairs I don’t believe so There are many chairs but fewer cabanas Enjoy,1
670,anna,Oct 2017,"Good Morning Sara, Yes we do have hair dryers in all of our rooms. All of our Tv's have a USB port. Thanks",0
671,TCM-Norway,Oct 2017,"Hairdryer yes, TV as well - not sure about USB port in TV",0
672,go_gaynor_go,Dec 2017,It’s safe to say gratuity is NEVER included,0
672,Jo R,Sep 2017,Not sure about pool or beachside gratuities,0
672,Leslie H,Sep 2017,No. All gratuities are separate.,0
672,pbuntarl,Sep 2017,Gratuities are at your discretion.,0
672,Koen P,Sep 2017,It includes towels and chairs around the pool and at the beach. Beach umbrellas are extra.,0
672,Philfisgolf,Sep 2017,Sorry can't help. Didn't use it Beach chair should be included Enjoy it,0
673,Mohan Koka,Jul 2018,There should be no parties at the hotel during those dates. Please check back on the hotel site and check the calendar.,0
673,Bernard D,Sep 2017,I have no idea unfortunately. You should ask the hotel directly.,-1
674,Mohan Koka,Sep 2018,Dear Puneet_Kakker - We don't have any planned pool parties around the time you will be visiting. Looking forward to your visit. Mohan,0
674,Jo R,Sep 2017,They usually have a getogether on saturdays although next door at the sls do pool parties and you can just pay to get in,1
675,Marisalovestraveling,Sep 2017,Yes,0
675,Lynn D,Aug 2017,"Yes-- I believe so-- I did not have a chance to ride them, but I am pretty sure they were included.",0
675,Kelly B,Aug 2017,ere is a fee.,0
675,gisele c,Aug 2017,thanks,0
675,Jimimac,Aug 2017,No they were not included.,0
675,Joseph M,Aug 2017,"No, they aren't.",0
676,Mommacocoa66,Aug 2017,yes we did and no one was ever in the pool they all go to the beach,0
677,braf1987,Aug 2017,Yea they have a holding area for your bag and they will ask for your phone # so they can call you when your room is ready,1
677,bruceygirl,Aug 2017,Absolutely their service on all levels is outstanding,1
677,TCM-Norway,Aug 2017,"Yes, based on the two previous answers they will hold your luggage. The pool is very nice and the beach is even better with free deck chairs and towels. Enjoy!",1
677,Chris M,Aug 2017,"Yes, I would then head to the beach rather than the Pool.The Pool party was on Saturday when I was there so Sunday was relatively quiet. They try and avoid having their party the same day as next door hotel. Reception staff are very good and always willing to help you. Have fun!",1
677,eoshan,Aug 2017,"Yes, and they will let u check in early if the room is ready. Just make sure you're not arriving on Sunday, that's when they have their pool party. It is not a good time to arrive due to crowds. You will have access to the pool if it is a Sunday but there are lots of people there.",1
678,braf1987,Jul 2017,Yes u can reserve seats at the pool and pool staff are happy to help you with setting them up for you,1
679,Kelly B,May 2017,"Yes there is room service, not sure on hours. The hotel restaurant is very good as well as the bar.",1
679,Jimimac,May 2017,We did not check. Sorry. There is a restaurant at the hotel. Or there is the uber service that delivers food from just about any restaurant.,1
679,Yvette V,Jul 2017,There is room service but you might want to contact the hotel for the hours.,0
679,Jose A,Jun 2017,"no, there is no room service available",0
679,Leslie H,Jun 2017,"Yes, there is room service. I'm not sure of the hours.",0
680,NotSoHardToPleaseInO,Jun 2017,Parking was $40 But worth it Valet parking. Park and don't worry about it till you're ready to leave.,0
681,Casey B,May 2017,Seen a lab sitting at the pool bar with its owner 2 days in a row,0
682,anna,Mar 2017,"Hi Kathy, We definitely have coffee makers and electrical kettles, but they are upon request we do not have them located in the room. At check in you can request them with our front desk team and they will make sure to send them up. Thanks hope to see you soon!",0
682,Sara G,Oct 2017,Is there a charge for coffee maker to be brought to room?? Also do they provide milk and sugar?,0
682,getoutmore,Mar 2017,"There was no coffee maker in the room, and be careful I opened a bottle of water and it cost $10!",0
682,Acquarius,Mar 2017,"I remember a mini bar in the room where everything has a crazy price tag, so better to avoid taking anything from here. There is a morning coffee bar offered in the reception which is convenient.",0
682,Mati S,Mar 2017,"hi, no coffe maker in the room.",0
683,anna,Mar 2017,"Hi Kathy, there is a Walgreens and CVS within walking distance from the hotel.",0
684,NoraKelleher,Mar 2017,"Hi mrscart, We sure do! We have pack n plays available on request, just let us know you need one!",0
685,NoraKelleher,Jan 2017,"Hi rfarag! We do not have a shuttle from the airport. Your best bet is either to grab a taxi, which is a $35 flat fare to anywhere on Miami Beach, or to download the Uber app and call and Uber, which is usually cheaper but is not a flat rate. Some of our rates do include a continental breakfast, or you can dine a la carte in the Social Club, our restaurant, which is getting pretty well known for its excellent brunch. - Nora",0
686,NoraKelleher,Jan 2017,"Hello! We're between a 20m and 60m drive from the airport depending on traffic. We usually recommend a taxi, which is a $35 flat rate to Miami Beach, or an Uber, which is usually a little cheaper but depends again on traffic. Parking is $42 plus tax per night with unlimited in and out privileges. If you're going to use your car while you're here, it's usually cheaper to park with us. If you aren't going to use your car while you're here, I recommend either returning to the rental (we're in easy walking distance of a LOT) or using the public garage on 16th street and Collins Ave.",1
687,NoraKelleher,Jan 2017,Hi Josie! The pool is heated!,0
687,522joycec,Dec 2016,yes,1
687,Gabriela S,Dec 2016,"The temperature was great, refreshing",0
687,Yolanda H,Dec 2016,"No, it is not",0
687,Bavarianmiracle,Dec 2016,Pool was at least very warm when we've been there in November. If it's heated I can't tell.,0
687,Mcvelez,Dec 2016,"No is not, but i don't think u need that, the pool is open 24 hours and we were in it all night and it was perfect!",0
687,42elir,Dec 2016,"Yes, temperature is great! and I am really picky with that point...",0
688,NoraKelleher,Nov 2016,"Hi Luciano! We have no charge for pets or limit as to size. We do have a waiver to be filled out upon check-in, but otherwise you're good to go! Nora",0
688,jordanh1882,Nov 2016,No charge! All pets are invited at no extra cost.,0
689,SeanFlanigan,Sep 2016,"Nina, If your room is ready, we can certainly check you in! If you don't mind providing us with the name on the reservation, we can make a note of your early arrival. Sean",1
690,mwymd,Jul 2016,Valet only. Good idea anyway as it is an intensive area,0
690,john f,Jul 2016,Valet is $39 a night or a few blocks over on 16 th st is a parking garage. If you just staying in south beach get a shuttle from the airport everything is within walking distance,0
691,julie f,Jul 2016,"The rooms are cozy. I think you would be pushing it with 4 people. I stayed with 2 friends and it was a bit tight with 3 of us (in a basic double room), but the truth is, how much time are you really gonna spend in the room? Get out there and enjoy your time - get out and about! The beach on the hotel property is great. Ask for Emma or Victor and tell them Julie sent you. Check out Maxine's across the street for breakfast or brunch and an amazing Happy Hour at Blue Martini in Brickell.",0
692,LuxuryXLeisure,Jul 2016,I think they'd be accommodating with 3 chairs. You'd have to call the hotel directly to inquire about any scheduled events.,1
692,Travelwestport,Jul 2016,"I would check with the hotel to answer these questions. They were very accommodating and I would think would give you the third chair. Also, check the events calendar for South Beach to see what may be happening around those dates. Hope this helps",1
692,Ken B,Jul 2016,"I found them to be totally forthcoming with every request, as for events, check with the desk.",1
692,caterio,Jul 2016,I am sure they will accommodate 3 chairs ... Call the hotel on the events they are very helpful,1
692,Cihangir G,Jul 2016,"They very helpful ,but kindly call concierge for official answer , what I do usually for any kind of request I had Thanx",0
692,Karumba2030,Jul 2016,I have no idea about 3 chairs vs 2 chairs but the beach was fairly empty with plenty of lounge chairs so can't imagine it being a problem. I would ask about the pool party when you are there. We were there for part of 4th of July weekend so that might have been part of it but it was really awful scene. Ask concierge they are very helpful.,0
693,kirsty n,Jun 2016,"The hotel valet is $20 per day, if suggest if you're in Miami not to have a car as you don't really need it.",0
694,DLR,Jun 2016,"We never went, but I believe its about 30 minuets away, past the Miami airport.",1
695,Ruth K,Jun 2016,"Per night, and it's actually $150 per day as we unfortunately realised only after a week of being there. Excessive holding fees",0
695,Caitlyn C,Jun 2016,Hi there! I didn't have this same charge for incidentals. I would call the third party customer service directly.,0
696,john f,May 2016,There is a resort fee of $25 a day and that includes chairs but not an umbrella,0
696,RSpald1,May 2016,"Yes, they do charge for chairs outside at the beach area. Chairs at the pool are included in the automatic resort fee.",0
696,Cindy S,May 2016,"Agree, charged as part of the resort fee",0
696,PBH519,May 2016,"$30 a day for chairs, towels, etc - auto charged.",0
697,LuxuryXLeisure,Apr 2016,They have valet (may be $24/nightly? You can call the hotel and ask) and than there is a municipal lot a few blocks down on 20th & Collins that you can pay by the hour..,0
697,caterio,Mar 2016,Sorry there are lots 12 th street & Drexel about $20 a day 8:00 am to 5:00 am ...,0
697,Cindy S,Mar 2016,OOps ! Blocks !,0
697,Cindy S,Mar 2016,They have valet parking for guests. There is also a parking area a few blacks away,0
697,Sandra W,Mar 2016,Sorry I am unable to help as we did not have a car.,-1
697,caterio,Mar 2016,Sorry ... We never bring a car. There are municipal lots,-1
698,nath18,Mar 2016,"the Wi FI, the drinks every day at the wine bar from 17h to 19h ( if I remembered correctly ), pool towels and sun creams. a tip : register as member at kimpton website to get extras for free its a lovely place in the middle of all these chic hotels, great hotel for Miami south beach, staff is lovely",1
698,Lisa D,Mar 2016,"The resort fee included wifi, towels, a great gym, 2 drinks when you arrive. The hotel is great. It is in a great location with a cheap municipal parking lot 3 blocks away. The staff is amazing, and so energetic!! You will love it there!",0
698,Helen17112013,Mar 2016,Use of the pool - but it's just something all the hotels do - AND there's tax on it! You have no choice about paying it.,0
699,Cindy S,Mar 2016,I wouldnt. There are other places that are more family friendly nearby.,0
700,Jeff J,Mar 2016,"my recommendation is that if you don't have to drive, there is so much to do in the area that it is very very walkable, and if not, an Uber is also very affordable, convenient, and quick tpo respond.",0
700,DLR,Mar 2016,"As I recall, this is the closest:Pennsylvania Ave & 17th St. About a 10 minute walk.",0
701,VeronicaWashingtonDC,Mar 2016,I used Uber - they have the best prices and are very reliable. My driver even gave us some tips where to eat and what to see.,2
701,Mariyam A,Mar 2016,My friend picked me up from the airport ... I would have used Uber too. . They are great and reliable,1
702,PhilipNelson,Mar 2016,The customer service here is fantastic. I'm sure they would accommodate!,1
703,kd19682015,Feb 2016,Sorry - we stayed in the regular room facing the pool area(,0
704,loungechairlizard,Feb 2016,The pool is at a great temperature and is one of the better ones I have experienced in January. It had the High tide bar for food and beverages right by it with service to your lounger.,0
705,Amie S,Feb 2016,Hi there I didnt arrive before the check in time however i did find the hotel quite accommodating so they may be able to check you in earlier or store your baggage maybe phone the day you get there and ask if your room is ready i did that in new orleans after getting off our cruise and was able to check in straight away. There is lots of restaurants and shops within walking distance for you to entertain yourself whilst waiting for check in time. Hope that helps Amie,0
706,DontePJohnson,Dec 2015,"Good Evening Kika W, Thank you for taking the time to reach out to us at the Surfcomber Hotel. I am thrilled to inform you that we have Pack N' Plays available upon request for our guests to use complimentary. If you would like to have one available please inform us at the time of booking, anytime prior to your arrival or just remind us while you are checking in. I hope this answered all of your questions. Best Regards, -Donte",0
706,Celine S,Nov 2015,"Hi, SurfComber will accommodate all your needs and requirements. Their service is excellent and their staff outstanding. You will not be disappointed.",0
706,PhilipNelson,Nov 2015,I'm sure they have a roll away crib.. not only is Surfcomber kid friendly but they are also pet friendly,0
707,Tom D,Nov 2015,"I would say the hotel would be fine for a 1-year old. The beach is right out the back door and would be a fun place. The staff was great and would help out. I would request a room at the rear of the hotel. The elevators, with the noisy late night party goers, are in the front and that is where the noise comes from. Good luck.",0
708,DontePJohnson,Aug 2015,"Beckyboop_13, Thank you for taking the time to contact us at the Surfcomber Hotel. All of our Oceanfront King Balcony rooms start by overlooking the beautiful pool and backyard which are in-between the hotel and the beach. Just past the pool is the beach and the ocean, you can see the ocean from all of these rooms. I hope this information helps and we have the opportunity to see you soon! Best Regards, -Donte",0
708,arneapen,Aug 2015,My answer is the same as the previous one from sbmmom. You can probably confirm by calling the hotel.,0
708,Sarah M,Aug 2015,"I can't be certain, as that was not our room type, but most rooms had no view of the ocean. The hotel is long from street to beach, but it is by comparison very narrow in width. I would guess most of the rooms run to the right or left down the hallway that spans the length, not width, of the hotel.",0
709,DontePJohnson,Aug 2015,"Chrissie B, Thank you for reaching out to us at the Surfcomber Hotel. I am pleased to inform you that we do have waiter service out at the beach which is available from 11am until closing at 6pm. 2 beach chairs and towels are provided on the beach as part of the resort fee which is $25 per day. As of now there is no scheduled construction to be happening at the end of September. I hope this information helps and we will see you soon! -Donte",0
710,DontePJohnson,Aug 2015,"Kimmo1229, I am pleased to inform you that there are PLENTY of shops and restaurants within a short walk of the hotel. Great places to go are Lincoln Road, Ocean Drive and Washington Ave. All of these streets have great shopping, restaurants and sightseeing. And of course we have our two restaurants, Social Club and High Tide located within the hotel. I hope this information helps! -Donte",2
711,DontePJohnson,Aug 2015,"Rachel G, Thank you for taking the time to contact us at the Surfcomber Hotel. We do not have a pool that is adults only, the pool that we do have on property is open 24 hours and available to all ages. I hope this helps!",0
712,DontePJohnson,Aug 2015,"TonyPati, Thank you for contacting us at the Surfcomber Hotel. If it is more than just you coming the best recommendation would be to take a taxi from the airport which has a flat rate of $35 to the hotel. The same would be for transportation back to the airport. I hope this helps!",0
713,DontePJohnson,Aug 2015,"danigirl77, Thank you for taking the time to contact us at the Surfcomber Hotel. You most certainly can pay with cash out by the pool instead of charging to your room, this goes for all of the outlets here at the hotel. I hope this helps!",1 vote
714,DontePJohnson,Aug 2015,"TonyPati, Thank you for contacting us at the Surfcomber Hotel. If it is more than just you coming the best recommendation would be to take a taxi from the airport which has a flat rate of $35 to the hotel. The same would be for transportation back to the airport. I hope this helps!",0
715,DontePJohnson,Aug 2015,"Marilu Z, Thank you for taking the time to contact us at the Surfcomber Hotel. I am pleased to inform you that we do have Valet Parking on property for $39 plus tax per night. I hope this helps!",0
716,DontePJohnson,Aug 2015,"danigirl77, Thank you for taking the time to reach out to us at the Surfcomber Hotel. to help in answering your question the Umbrellas on the beach are $20 each per day. The drinks range from $8-$20 depending on what you would like (this includes beer through mixed drinks. Hope this helps!",1 vote
717,Donyetta B,Feb 2022,No,0
717,Dawn C,Feb 2022,No and I would use the word “resort” very loosely. The hotel is not very nice. Its dirty and needs lots of TKC.,0
717,Misty B,Feb 2022,No they don’t from what I remember,0
717,coreypickle,Feb 2022,"OK, do they have them for rent at the hotel or nearby?",0
717,v f,Feb 2022,No,0
719,Companion,Jan 2022,Almost 25 to 30min,0
719,Viorica,Nov 2021,20-25 min by taxi. If there is traffic could be a little more,0
719,money D,Nov 2021,About 25 min car ride from MIA airport,0
719,Markus G,Nov 2021,30min,0
720,Keepinguposted,Sep 2021,"You can book the room and request a roll in cot, which is a nice size bed",0
724,Cyberdoog,Apr 2021,Yes,0
726,Gmelan1,Apr 2021,Delisa and Ibrahim seem to have a lot of friends. It almost is unbelievable....,1 vote
729,MsNelepovitz,Apr 2021,Exactly! Fake reviews,0
731,arhl97,Mar 2021,No they do not,0
732,JP,Feb 2021,The hotel doesn’t care. Not good,0
733,JP,Feb 2021,There’s a difference. We have the worst room ever and next door we saw the same ocean view room that was much nicer. Hotel doesn’t seem to care. Misleading and no customer service,0
735,HUMAN EXPERIENCE 30,Jan 2021,"Yess"" We are more then ready to store your luggage so that you can continue haveing a great time!!",1 vote
736,Maria Perez,Dec 2020,Yes they have 2 bathrooms,1
737,Juanita T,Dec 2020,No but the ones without it had a nice view and if u ask and it’s someone’s bday they will give u an ocean view,1
737,Cedric R,Dec 2020,"No not all, try to ask for the townhouse if they have them available",0
738,Lisa S.,Dec 2020,The hotel does offer room cleaning on the 3rd day of your stay. If you stay less then 3 nights your room will not be cleaned. I do not know the extra fee for a pool chair as that is included in each guests daily resort fee. You will have to call the front desk to ask. I’m not sure they will allow outside guests at the pool though because space is limited. Chairs are spaced out to accommodate for social distancing measures.,-1 vote
740,Mohana K,Nov 2020,They have umbrella's but they will cost you extra. I didn't use one,1 vote
741,Tiffani N,Nov 2020,"Pool is t heated, but they do have a huge jacuzzi/hot tub",1
741,Bhav Singh,Nov 2020,"Yes, they have a jacuzzi",1
741,Blonz B,Nov 2020,Yes,1
741,Pat Cooper,Nov 2020,Unfortunately we didn't use the pool we went in the sea. So can't help you.,0
742,Andrey T,Nov 2020,Yes,1
744,Maxxi71,Jun 2020,"Hi, the hotel has direct access to the beach just crossing along sea walking path for bikers and running I did take any chairs or umbrella honestly so I cannot give any information in this sense The hotel is okey anyway for a short stay, if personally any time I’m in Miami I usually rent an house loving to leave the place as host not as tourist",0
744,Scott B,Jun 2020,Terrible hotel. Avoid if you can. Umbrella $30/day. Chair $30/day. Hotel service is abominable.,-1
745,Scott B,Feb 2020,This is just the start of their TERRIBLE service. I'd book somewhere else completely. Sorry to burst your bubble.,1
746,Bignard98,Dec 2019,I believe I had a small Keurig style coffee maker and a fridge that had bar stuff in it. But there was room the leftovers we had,1
747,Globetrotter1955,Nov 2019,"No breakfast is not free, but you can a room with breakfast included",0
749,Passenger289088,Sep 2019,You get two complimentary per reservation.,2
749,Stephanie C,Sep 2019,"The beach chairs and towels are free, but it’s $20 to rent an umbrella for the day!",1
749,monstermusicman,Mar 2021,No not at the pool just the beach,0
749,peppermintpatty820,Jan 2020,"The long lounger is not free $100 to rent, crazy",0
750,Ben M,Oct 2019,"I was there last November on top of my August trip. Can't answer for XMas, but both times the temp was high 80's, low 90's. My guess is you will be fine.",1 vote
751,peppermintpatty820,Jan 2020,Don't understand the question--could you elebarate?,0
752,Matt C,Jun 2019,Yes they are,0
753,Barbara K,Mar 2020,"No. And, many (perhaps most) of the Oceanview Rooms with Balconies have a tiny balcony. My bathmat at home is larger.",0
753,Stephanie C,Aug 2019,"After staying here last week, I am able to confirm that only if you book an ocean view room with balcony does the room come with the balcony!",0
753,Patrick L,Jun 2019,I don't know,0
753,pamela j,Jun 2019,I would check the website just to be sure but I don't think so.,0
754,peppermintpatty820,Jun 2019,"This trip we took the train and a Uber to the hotel so there was no parking fee. However, 2 years ago the fee was $40 per night.",0
755,Matt C,Apr 2019,We had no issues with anything not being clean. Room service came everyday,1
755,Peter W,Apr 2019,We stayed in the block overlooking Collins. The hotel definitely has daily housekeeping - and it was very good. But a hotel carpet is a hotel carpet. They get a lot of use . . .,1
755,monikahellich,Apr 2019,We stayed in a hotel room in the first main building. The carpet was dirty with a lot of stains. I would not let my toddler down on that carpet.,1
755,Elletee6,Apr 2019,"The hotel has daily housekeeping, but I think that person was talking about the apartments or suites which are located separate to the hotel, overlooking the pool. I believe they are apartment style. If you book direct with the hotel, you should be getting a room in the main hotel.",1
755,Barbara K,Mar 2020,"Our room was not clean. The balcony was filthy. When I came into the room for the first time, I found a cleaning rag sitting on top of the toilet seat. Linens and comforter both had stains. Curtains had stains. Carpet had stuff in it.",0
757,Elrod_10,Mar 2019,Our hotel room rate included 7 nights parking (it was a park and fly package). Please call the hotel to get the overnight parking rate when not included in the room rate.,0
758,Mightychief,Feb 2019,The beach access is great and whole family can enjoy it,1
759,pamela j,Feb 2019,Yes it is a beachfront property.,1
759,nazymbrown,Feb 2019,Yes it is!,1
759,Savvy Travelers,Feb 2019,There is no other building between this property and the beach.,1
759,Michael H,Aug 2019,No it’s right in the beach - no building in the way,0
759,Elrod_10,Mar 2019,Yes,0
759,Elrod_10,Feb 2019,"Yes. Plus, the pool is between the hotel and the beach (not a roof top pool). The pool grounds have palm-shaded areas.",0
759,HenriRW,Feb 2019,yes,0
761,tiffhall,Feb 2019,My room had two bedrooms upstairs and the couch bed was downstairs,1
761,Jason S,Jan 2019,I was in a room with a king bed and there was no sofa bed. Perhaps with such a large party you should consider a townhouse which is 2 stories.,1
761,Jason S,Jan 2019,"I didn’t book a townhouse, I just saw them when I was staying at the hotel. They are by the pool area. Also I’m sorry I misread the original question. Two rooms should work even though it would be a little crowded.",0
761,danielle m,Jan 2019,"Jason, how do you book a town house as it doesn’t give me an option on the uk websites?",0
761,danielle m,Jan 2019,I’ve booked 2 rooms like my question says???,0
761,jvclute,Jan 2019,Four adults and two kids in one hotel room with one bathroom? That's a bit ambitious. We were in the one king bed room and it did have a sleeper sofa in it. Call the front desk and confirm what you are reserving.,0
762,Christine D,Dec 2018,"It has one pool and a detached hot tub. I wouldn’t call either of the restaurants in the hotel ‘restaurants.’ One is an outdoor pool bar (food is good!), the other is an indoor bar that didn’t look like it had full sit-down service. There is also a cafe aim the lobby of the hotel. The hotel is a couple blocks from some really good places to eat though, so the location is not bad at all.",1
763,GIGI243,Dec 2018,"No,it's not",0
764,Elrod_10,Feb 2019,"We stayed on the 5th floor, facing Collins. Friday - Sunday (busy time). No street noise issues.",0
765,mistk2018,Feb 2019,yes,0
765,mistk2018,Oct 2018,no this hotel doesn't have it but they have a jacuzzi next to the pool,0
765,TiffandPaige,Oct 2018,Not sure if it is heated but the water was a perfect temperature. It was not cold like most pools. It was nice and warm,0
766,GIGI243,Oct 2018,If available at arrival or payed before arrival,0
767,GIGI243,Oct 2018,$300,0
768,Barbara K,Mar 2020,"They were hammering and banging away on the stonework in the pool area the entire time we were there (end of February, 2020) and the property next door is undergoing a gut demolition and rehab. Tremendous amounts of hammering, jack hammering, and general noise. That noise from next door was louder in the area by the back bar. There was also a fair amount of dust thrown up by the work from next door.",0
768,EdinAust,Jul 2018,"Not sure about the shuttle cost as we had a car. The beach is Miami Beach, immediately behind the hotel. Didn’t hire chairs, umbrellas etc. There were no renovations going on of which I was aware, although the hotel next door (immediately to the South) is being renovated but won’t affect you. Enjoy your stay. We did.",0
769,Normajean1937,May 2018,Thanks for the positive feedback :),0
770,omarnadim,Jun 2018,"Beach chairs are complementary, beach is right in front the hotel and full restaurant service on it",1
770,omarnadim,Jun 2018,"Beach chairs are complementary, beach is right in front the hotel and full restaurant service on it",0
770,LondonLockwood,May 2018,Sure does .. Free of charge to hotel guests too ! Regards. Andy,0
770,RGiannini,May 2018,"it has beach service with chairs and umbrellas, if you are guest free of charge or you can rent from them at the beach. service starts normally by 9:00 am",0
771,Maria A,Apr 2018,The Shelborne is on the beach!(there is just a lovely walking path between the hotel and actual sand),1
771,omarnadim,Jun 2018,The hotel is located right in from of the beach; semi private beach with full service and complementary lounge chairs,0
771,Rosemary H,Apr 2018,"As stated by another, the rear of the hotel just past the pool & outdoor bar area leads to a very nice path & boardwalk which lies between the hotel & beach!",0
772,bambue,Feb 2018,I don't know but sure they will arrange. A must for this level indeed.,0
773,PistolPete_13,Jan 2018,"Hi - No daily fee for the umbrellas at the beach if you are a hotel guest, at least we did not get charged when we were there.",2
773,Sonia A,Jan 2018,I stayed in October 2017 and was not charged for either umbrellas: beach or pool.,1
773,James P,Apr 2018,Yes !! It’s $20 per day at the beach,0
773,T Lew,Feb 2018,I stayed here last year and there was no fee for the umbrellas at the beach or the pool as long as you’re a guest.,0
774,Tiffany S.,Dec 2017,"You get beach towels, 2 beach chairs, and pool towels complimentary. Beach umbrellas are not complimentary and you pay a daily fee to rent. I forgot how much they were but I think $20 or $25 per day.",0
775,bambue,Feb 2018,"That""s probably not correct what the others say. It was under huge construction and lots of rooms not available. If it is being solved now I don't know. You neex to ask the hotel. There were major room demages with salt water.",0
775,Monde S,Dec 2017,Not when I was there in September,0
775,Sandra D56,Dec 2017,It wasn’t undergoing any at the end of November when I was there.,0
776,John1954748,Oct 2017,Can you ignore last answer we were in Vegas also recently and thought that was the one you were talking about answer no pool parties it is probably more for families,1
776,John1954748,Oct 2017,No the last couple of times we have been there 1 pool closed and another one if you want peace and quiet it is gated and you pay 10 dollars so the one pool left is usually busy,0
777,SebastianPu1982,Sep 2017,There are shuttles but not by the hotel ... you have to book the shuttle in advance ...,0
778,Hans M,Aug 2017,"Sylvano's at Liberty Avenue is a great Italian restaurant, not too expensive, only a five minutes walk away. Enjoy!!",1
778,Rikard_Wallin,Aug 2017,"Hi Jovina, You have many places to eat within 15 minutes walking distance. I would suggest maybe the OH Mexico on Espanola Way (15th street) - great mexican food. Or you can go to the Lincoln Road mall (17th street) with several different smaller restaurants. If you want to look at the classical Ocean Drive, this is also just 15-20 minutes walking distance, however, make sure to study the prices when on Ocean Drive, as some of them really try to rip their customers. Have a great stay!",1
778,Nikki C,Aug 2017,"Afraid I didn't stay in the hotel, but near it. Maxine's is very near and does good food but for the best dining experience I'd recommend Espanola way which is about 15 mins away",1
778,Kathy R,Dec 2017,"I'm not sure about the washer/dryer, contact the hotel. We were only there two days and didn't need to use those. We ate at Tamaras at the National Hotel one night. Very good!",0
779,Anthony M,Aug 2017,Just walk in any direction. it's all there. Don t know about dryer.,1
779,FilipeDiogoMartins,Aug 2017,"to eat lincoln road and espanola way and some resturants around like Joe Crabs, Pane & Vino, Cvi.Che and more far old lisbon and do not eat and drink in ocean drive. Washer and dryer i don`t know",1
780,CarloItaly81,Jul 2017,"I have no idea, sorry",0
781,Tim H,Jul 2017,I think these questions need to be directed to the hotel itself,0
782,Adventurer502360,Jul 2017,Thanks so much for your helpful info. Most appreciated!!!,0
782,MartafruitT,Jul 2017,"Uber or Lyft is the way to go. Or rent s car. Seagrass would be the closest but it's still 50+ mins away (depending on traffic) from the Shelbourne. There's a great shopping district within walking distant, with top shops and restaurants.",0
782,Adventurer502360,Jul 2017,Thank you so much for your help!!! Really appreciate it!!,0
782,Remmi08,Jul 2017,"I am not sure about the online delivery packages. I would use uber or the public transit (most affordable) to travel to the different malls, they are more affordable than a taxi. You can look up the schedule online for the public transit they run all throughout the day.",0
783,CarloItaly81,Jun 2017,"Hi, you should ask to the hotel. Pool party are often during week end.",2
784,Annie B,Jun 2017,Idk I stayed in a standard room.,0
785,Annie B,Apr 2017,"I didn't drive there, but this is from their webpage ""The Shelborne offers convenient valet parking for $40 for overnight guests and $25 Visitor (up to 4 hours) Each additional hour is $5 ea. (Max is $40).""",0
786,kj11an,Apr 2017,"Sorry I totally missed this, very close basically the back entrance is on the beach. It is private in the sense that they have beach chairs you can rent as guests, but the beach is not blocked off...",0
786,Alexa B,Apr 2017,Short walk from the pool area. It's not private but they have an area with chairs for the hotel guest. Most hotels have an area streaked out. The hotel is considered beachfront and maybe takes 5 minutes from the pool area. I would agree with the description that the hotel is on the beach. The beach is beautiful and they have someone from the hotel serving food and drinks.,0
786,Areyes48,Apr 2017,The beach is directly behind the hotel and there is an area that is sectioned off for the hotel guests.,0
786,Kent2009,Apr 2017,the back of he hotel opens to the beach . steps only,0
786,Kent2009,Apr 2017,the back of the hotel opens to the beach,0
786,Patti P,Mar 2017,Hotel is on the beach.. they have there own section kim the beach but it is a public beach.,0
786,1Cam,Mar 2017,"The beach is not private, but the hotel has beach chairs and towels for its guests to use. It takes less than a minute to walk from the hotel's pool area - just cross the bike path and you are there 👍",0
787,jammac323,Jan 2017,"About 15 minutes to port of Miami and 30 min to airport, cab fair from 20 to 30, uber is cheaper though",0
788,sobefitness,Oct 2016,I would suggest you to call instead of emailing,0
789,WGCB,Sep 2016,"Good Afternoon, The Fitness Center is located right downstairs from the lobby, and has two treadmills, and two elypticals. There are also free weights to use as well.",2
789,Wilfredo L,Sep 2016,Resort has a fitness center on site.You may inquire with the resort directly for details.,1
790,WGCB,Sep 2016,"Good Afternoon, Lincoln Rd is located two blocks South of our Hotel. Have a great day,",1
791,WGCB,Sep 2016,"Good Afternoon, Yes, guests are able to order room service 24 hours a day! Have a great day,",1
791,AHMTRK,Aug 2016,Yes,1
792,WGCB,Aug 2016,"Good Afternoon, Our valet price is $40 daily. There is street, metered parking, as well as parking garages located a few blocks from the hotel as an option.",1
