id,hotel_name,user,city,date,contrib,help_votes,question
1864,Cadillac Hotel & Beach Club,CarmelTravel,Carmel,Jan 2021,24,8,Is the construction on the boardwalk finished?
1865,Cadillac Hotel & Beach Club,Molly N,,Jan 2021,1,,Do you have a hot tub?
1866,Cadillac Hotel & Beach Club,Jennifer D,"Leicester, United Kingdom",Jan 2021,43,6,Is there a shuttle to/from MIA airport?
1867,Cadillac Hotel & Beach Club,Caliigrlx3,,Dec 2020,87,28,Is the hotel right in the beach or do you have to cross a street/overpass? Are you able to bring and drink alcohol on the beach?
1868,Cadillac Hotel & Beach Club,Mrs Dishon L,"Tampa, Florida",Oct 2020,61,32,Is this close to The Port of Miami?
1869,Cadillac Hotel & Beach Club,gleny d,New Jersey,Oct 2020,64,26,Is the hotel near to everything??
1870,Cadillac Hotel & Beach Club,Sbod89,"New York City, New York",Sep 2020,3,,Hi! Does anyone know where I can buy one of the beds they have in this hotel? They are the most comfortable!
1871,Cadillac Hotel & Beach Club,Martin S,"Langenfeld, Germany",Sep 2020,7,3,"Hi guys, I am from Europe so we are not used to do valet parking. how does it work at the hotel? do we have to tip in advance or do we have to tip when getting the car back? And how much would you suggest? Three dollars or five dollars? Sorry, we don’t have to this kind of parking in Europe that often. Thanks"
1872,Cadillac Hotel & Beach Club,VacationLoverFoo,"Los Angeles, California",Jul 2020,33,4,Does this resort have a breakfast buffet?
1873,Cadillac Hotel & Beach Club,Diana O,"Chicago, Illinois",Jun 2020,95,111,"Hi Richard, A few inquiries: In terms of COVID, are your facilities all open now (pools, food service...). Are you at half or near full guest capacity now in late June, Also, do you price match and offer late check out option for a fee? Thank You, Diana"
1874,Cadillac Hotel & Beach Club,Maria,"Longmeadow, Massachusetts",Jun 2020,17,15,is the fitness center open?
1875,Cadillac Hotel & Beach Club,kayles0404,,Jun 2020,,,How is COVID affecting your stay at Cadillac?
1876,Cadillac Hotel & Beach Club,kbesel,"Carmel, Indiana",Feb 2020,10,8,"Since the boardwalk is under construction, how do you get to the beach? Also, I hope management is looking at the reviews and fixing the problem areas."
1877,Cadillac Hotel & Beach Club,neecysan,Massachusetts,Feb 2020,115,15,"Can you clarify the additional fees charged upon check in. So far I have read conflicting information. charge for beach chairs, plus charge for umbrella is requested. Is there a charge to have luggage held until 4PM check in. Is a fridge guaranteed upon check in if requested. I appreciate any information."
1878,Cadillac Hotel & Beach Club,kbesel,"Carmel, Indiana",Feb 2020,10,8,Is the boardwalk under construction by the hotel?
1879,Cadillac Hotel & Beach Club,Quest61755228713,,Jan 2020,,,"Hello, does anybody know what the security deposit amount is for incidentals? :)"
1880,Cadillac Hotel & Beach Club,Tom Goodrich,"Chicago, Illinois",Oct 2019,1,,How do the chairs work at the beach and pool?
1881,Cadillac Hotel & Beach Club,Sunvsclouds,"Saint Louis, Missouri",Oct 2019,341,87,Is this hotel beachfront?
1882,Cadillac Hotel & Beach Club,Jessica R,,Oct 2019,,,Is their drink service on the beach?
1883,Cadillac Hotel & Beach Club,Richard A,"Jakarta, Indonesia",Sep 2019,2021,362,"Hi, I am a Titanium Marriott members and planning to spend 4 nights at your hotel from Dec 20th to 24th. May I know what kind of benefits will be offered for Titanium member? Which rooms will offer unblocked ocean view? Other question is do you still charge for umbrella fee or is it included as part of the S$30 per day destination/resort fees? Thanks."
1884,Cadillac Hotel & Beach Club,martyn g,"Northamptonshire, United Kingdom",Sep 2019,2,3,We will be visiting this hotel for thanksgiving will there be a special thanksgiving menu in the restaurant
1885,Cadillac Hotel & Beach Club,Michael D,,Aug 2019,,,what's typical tip for valet
1886,Cadillac Hotel & Beach Club,Sturgeon,"Dubai, United Arab Emirates",Aug 2019,68,46,"I’m looking at this hotel as it seems to be one of the very best and seems good value vs some in south beach (up to half the price). However I’m mainly interested in south beach, it seems like a ten minute cab ride away. Is that the case and is it still convenient for south beach daily? I’d rather stay in a lovely hotel for 30-50% less than the best in south beach and it appears to be a good compromise?"
1887,Cadillac Hotel & Beach Club,VacationLoverFoo,"Los Angeles, California",Jun 2019,33,4,Does this hotel have a breakfast buffet?
1888,Cadillac Hotel & Beach Club,VacationLoverFoo,"Los Angeles, California",Jun 2019,33,4,Is this a hotel or resort?
1889,Cadillac Hotel & Beach Club,Mulva1968,"Elkton, Maryland",Jun 2019,19,8,How is the water pressure
1890,Cadillac Hotel & Beach Club,Edwin V,,May 2019,,,free parking?
1891,Cadillac Hotel & Beach Club,Totallyav,"London, United Kingdom",Apr 2019,47,65,"Hi do you have s lounge , is it accessible for platinum members ?"
1892,Cadillac Hotel & Beach Club,Extraordinary263367,"Franklin, Massachusetts",Apr 2019,11,17,If you want a second beach umbrella or additional chairs for your children. What is the cost? Thank you.
1893,Cadillac Hotel & Beach Club,Christina P,"Toronto, Canada",Mar 2019,13,7,Do you provide a microwave upon request?
1894,Cadillac Hotel & Beach Club,Extraordinary263367,"Franklin, Massachusetts",Mar 2019,11,17,Hello- How do you manage chair reservations at the family pool? Thank you.
1895,Cadillac Hotel & Beach Club,sal,,Feb 2019,,,Does the room comes with a sofa bed or rollaway?
1896,Cadillac Hotel & Beach Club,Sarah Jakiel,"Washington DC, District of Columbia",Jan 2019,6,1,Quiet or loud?
1897,Cadillac Hotel & Beach Club,Sarah Jakiel,"Washington DC, District of Columbia",Jan 2019,6,1,Quiet or loud?
1898,Cadillac Hotel & Beach Club,Mobile678767,,Jan 2019,2,,"If there are no beach chairs available, are you able to still hang out on the beach with towels? and are towels available?"
1899,Cadillac Hotel & Beach Club,Maria Z,"Mount Laurel, New Jersey",Dec 2018,21,15,Hi are there good restaurants within walking distance? Not renting a car this trip. Thanks
1900,Cadillac Hotel & Beach Club,mirabelle1202,"Plaisance-du-Touch, France",Dec 2018,317,47,We're looking at oceanview rooms. Any recommendations on which room/floor to ask for? Is it better to be higher up? Thanks very much
1901,Cadillac Hotel & Beach Club,TrailBlazer582790,,Dec 2018,,,How hard is it to get taxis/ubers with two carseats? We are contemplating renting a car but sounds like the parking fee is very pricey.
1902,Cadillac Hotel & Beach Club,jay s,"Houston, Texas",Nov 2018,,,"Staying this weekend as a surprise impromptu trip for my spouse. Any specific room number that has amazing unobstructed views of the ocean and a balcony? Also, which tower is best?"
1903,Cadillac Hotel & Beach Club,Anna H,"La Crosse, Wisconsin",Nov 2018,,,How much is it to rent a cabana by the pool?
1904,Cadillac Hotel & Beach Club,dm1rogers,"Mendham Township, New Jersey",Oct 2018,3,4,"Hi! We are debating between the Oceanfront King rooms or Oceanfront 2 Queens. At least one person said the 2 Queen rooms feel more spacious which is always welcome. Is there a difference in the view between the 2 categories? Thank you! Best, Michele"
1905,Cadillac Hotel & Beach Club,Keith B,,Sep 2018,18,24,Which rooms have balconies? Difficult to work it out from the website.
1906,Cadillac Hotel & Beach Club,candydips,,Sep 2018,110,16,What’s the difference the Cadillac suite and the regular king room suite?
1907,Cadillac Hotel & Beach Club,candydips,,Sep 2018,110,16,What’s the difference the Cadillac suite and the regular king room suite?
1908,Cadillac Hotel & Beach Club,Diann05401,"Burlington, Vermont",Mar 2018,31,15,This hotel has supposedly been closed since the Hurricane last fall. My April reservations were cancelled. They said they are not reopening until May! How are people writing these recent reviews??
1909,Cadillac Hotel & Beach Club,Bkhj1510,"Reading, United Kingdom",Feb 2018,32,8,Also we are hiring a car for the remainder of our trip but is there bus stops/trolley stops close by? Or is über reasonable?
1910,Cadillac Hotel & Beach Club,Bkhj1510,"Reading, United Kingdom",Feb 2018,32,8,Is the property old inside and is there a better side if the hotel to be in?
1911,Cadillac Hotel & Beach Club,Simon C,,Jan 2018,,,Is there still a parking fee if you don't want valet parking?
1912,Cadillac Hotel & Beach Club,Simon C,,Nov 2017,,,we've booked a stay for three nights and will have a hire car will parking be included
1913,Cadillac Hotel & Beach Club,cemr2012,"Atlanta, Georgia",Oct 2017,,,I stayed there in August and the valet driver parked my rental car somewhere that caused me to get a parking citation in the mail from Miami-Dade County. How can I be reimbursed for the cost of the ticket. I contacted customer service and that was a waste of time.
1914,Cadillac Hotel & Beach Club,David B,"Jersey, United Kingdom",Sep 2017,184,42,When will the hotel be open again. I have not had a reply to several emails?
1915,Cadillac Hotel & Beach Club,Ramon C,"Robinson, Texas",Aug 2017,,,Does the hotel offer spa services?
1916,Cadillac Hotel & Beach Club,myat t,,Aug 2017,1,1,How much for car parking fee for hotel ?
1917,Cadillac Hotel & Beach Club,myat t,,Aug 2017,1,1,How much for car parking fee for hotel ?
1918,Cadillac Hotel & Beach Club,VAdude,"Newport News, VA",Jul 2017,89,36,how far is the hotel from the Fontainebleau?
1919,Cadillac Hotel & Beach Club,TanyaMJK,"Winnipeg, Canada",Jul 2017,20,6,Question about the mentioned renovations! I called Marriott general booking line and I called the hotel directly and neither knew anything about any renovations. What type of renovations are being done and when will they be completed? Or are there actually any renovations being done at all???
1920,Cadillac Hotel & Beach Club,Rea1batman,"Birmingham, United Kingdom",Jul 2017,9,2,I'm travelling down in a 12 seater mini van/bus we are hiring in August. I wanted to book your hotel but don't think I will be able to use your valet parking due to height restriction. Is there anyway nearby I would be able to park?
1921,Cadillac Hotel & Beach Club,Thomas C,Franklin,Jun 2017,,,How far is the hotel from the Port of Miami?
1922,Cadillac Hotel & Beach Club,misspatrick1977,"Columbus, Ohio",Apr 2017,690,116,does this hotel offer a airport shuttle?
1923,Cadillac Hotel & Beach Club,Donna A,,Apr 2017,2,,Is smoking allowed on balcony
1924,Cadillac Hotel & Beach Club,pghcutie72,"Pittsburgh, Pennsylvania",Apr 2017,212,85,"I will be staying at the hotel at the end of this month. I booked a King room in the Ocean tower with a balcony. I looked on several websites for detailed pictures of the room and I could not find any. My question is, does the room have a sofa and/or chairs in it other than the chair at the desk?"
1925,Cadillac Hotel & Beach Club,Nevine H,,Mar 2017,,,"Hi , We are honeymooners, saved a lot for this trip , does the hotel has special package for honeymoon ,and we booked the hotel through bookingcom , booking no 2051329948 , all prepaid . The hotel didn't take the money from the credit card so far , any reason Thank you for your help Nader and Sandra Riad"
1926,Cadillac Hotel & Beach Club,Hope W,,Mar 2017,1,,is parking free
1927,Cadillac Hotel & Beach Club,fjames1,,Mar 2017,24,12,Anyone know the cost of transportation from Ft Lauderdale airport to the hotel? Trying to figure out my cheapest option. What transportation service would you suggest? Thanks in advance!
1928,Cadillac Hotel & Beach Club,fjames1,,Mar 2017,24,12,How far is Little Havana from the hotel? I am not renting a car so I'll be taking uber during my stay and was just wondering about the cost and distance.
1929,Cadillac Hotel & Beach Club,Jana M,"Canton, Ohio",Mar 2017,24,1,Whats the cost to get a lounge and/or umbrella on the beach?
1930,Cadillac Hotel & Beach Club,Jana M,"Canton, Ohio",Mar 2017,24,1,"Hello driving from Savannah, Ga. Do we have to pay for parking?????"
1931,Cadillac Hotel & Beach Club,Jana M,"Canton, Ohio",Mar 2017,24,1,"Hello, I am driving... do you have to pay for parking?"
1932,Cadillac Hotel & Beach Club,TIFFNICNEW,"Canyon Lake, Texas",Feb 2017,2,,How far is the walk to the beach?
1933,Cadillac Hotel & Beach Club,mom1NewYork,new york,Jan 2017,30,3,Hi. Just booked 4 nights for our family in February. Can anyone help with finding family friendly ( not fancy) restaurants for us? Have a 8 and 14 year old kids. Thanks. No car do we will use uber
1934,Cadillac Hotel & Beach Club,BeachgoerfromNJ,from NJ,Jan 2017,90,39,Would like to stay here in March. How far is it from the Disney Cruise port? Is it still $35 for a cab ride for three to the port?
1935,Cadillac Hotel & Beach Club,mom1NewYork,new york,Jan 2017,30,3,Is there a difference between the ocean tower and Cadillac towers? There is definitely a difference in price and don't know which to book. Also everyone complains about the tall buildings covering sunlight by pool. Does that happen here? Thanks for help
1936,Cadillac Hotel & Beach Club,mom1NewYork,new york,Jan 2017,30,3,"Hi. I am looking at possibly staying here in February with my 2 kids, 8 and 14. Is the pool heated? I love a warm pool . Also can we walk to shops and places to eat nearby ? Thanks for any help. Been online researching kid friendly hotels and am stuck between The Palms , Eden Roc and this one. All seem similar in amenities and price"
1937,Cadillac Hotel & Beach Club,luvmxmi,MI,Dec 2016,211,13,Is this hotel in a safe area of South Beach? Does it get less safe the further you travel south or north?
1938,Cadillac Hotel & Beach Club,Pinkdiamond,"Cannock, United Kingdom",Sep 2016,347,85,Were are the best shopping malls in Miami are there any shops along Collins avenue what are the taxi prices into Miami shopping centres Thankyou
1939,Cadillac Hotel & Beach Club,Pinkdiamond,"Cannock, United Kingdom",Sep 2016,347,85,My son is out there at the moment Does anyone know of good food places at good prices as I know Miami is expensive Thankyou
1940,Cadillac Hotel & Beach Club,pisces63,"Birmingham, Alabama",May 2016,166,38,is wifi free?
1941,Cadillac Hotel & Beach Club,Tracy A,,May 2016,,,Do you allow smoking in the rooms or on the balcony.
1942,Cadillac Hotel & Beach Club,mnor2n,"Boston, Massachusetts",Apr 2016,,,I would like a room in the new tower. What room should I request?
1943,Cadillac Hotel & Beach Club,keka90,"Aberdeen, United Kingdom",Mar 2016,3,,Can you park a hire car at this hotel and if so how much does it cost. I would be staying eight nights.
1944,Cadillac Hotel & Beach Club,4littlecritters,"Castle Rock, Colorado",Mar 2016,56,5,"Hi can anyone tell me if there is a charge to use the sunbeds on the beach? If so, how much is it. Many thanks"
1945,Cadillac Hotel & Beach Club,Sherry Q,"Alexandria, Virginia",Feb 2016,2,,Can children use the pool also? Thought I read about an adults-only one.
1946,Cadillac Hotel & Beach Club,Lisa B,"Princeton, New Jersey",Dec 2015,29,57,Hello! Are there restaurants in walking distance to this hotel? Would like to walk to a breakfast spot!
1947,Cadillac Hotel & Beach Club,Robert C,,Nov 2015,14,32,"This situation was resolved in my favor. Very unpleasant experience with General Manager of Courtyard Miami Oceanfront Cadillac Hotel. A guestion I have is, how much time does one have to report a problem with room, 5,10,15 minutes, one hour, or when you become aware of problem. Do you also have to take names, and note the time and date you report problem. Check your room thoroughly as soon as you enter room. The general manager of this hotel has no problem with blaming customers and accusing them of lying."
1948,Marseilles Hotel,CaptainJim-TA,Boston,Feb 2021,83,39,Do the Junior Suite King have an ocean view ?o
1949,Marseilles Hotel,Francine,"Utica, New York",Mar 2020,42,14,Best way (economical)get there from ft Lauderdale airport
1950,Marseilles Hotel,Janira80,"Opelika, Alabama",Jun 2019,16,4,Do you have to wear a wrist band or anything while on the property?
1951,Marseilles Hotel,Janira80,"Opelika, Alabama",Apr 2019,16,4,How strick are they on the 4 guest max occupancy? I have three adults and two kids. We can all fit in one room but all rooms say 4 is the max occupancy.
1952,Marseilles Hotel,Janira80,"Opelika, Alabama",Apr 2019,16,4,What happens if the parking is full? Is there anywhere else to park? Is the parking guaranteed every day once you check in or do you have to pray every day that you can use it when you come back from sight seeing?
1953,Marseilles Hotel,Nicole,"Boston, Massachusetts",Mar 2019,3,,I see on the hotel website that they offer a Penthouse Suite however there are no photos. Has anyone stayed in the penthouse? I'm wondering what it looks like? Thanks!
1954,Marseilles Hotel,Lisa C,"Sebastian, Florida",Jan 2019,6,1,I have a 10 pound poodle that I would like to bring with us for our anniversary celebration. Is she welcome?
1955,Marseilles Hotel,jenny s,,Aug 2018,2,,Is there infant beds available in this hotel
1956,Marseilles Hotel,Lisa W,Chicago,Mar 2018,5,1,What is included in the room? Is there a hair dryer in the bathroom?
1957,Marseilles Hotel,emma r,London,Feb 2018,2,1,Is there a Starbucks or McDonalds near this hotel? thank you.
1958,Marseilles Hotel,huskergal,"Juno Beach, Florida",Jan 2018,150,17,"Do any of the rooms at this hotel have a balcony or lanai? Is there a choice of ocean view, ocean front or garden view?"
1959,Marseilles Hotel,DeeP67,"Frederick, MD",Jan 2018,45,77,we will be visiting next month and looking forward to it. A couple of questions- Do the rooms have mini-fridge in them? Is there ample seating at the pool or are cabanas available for 4 people.
1960,Marseilles Hotel,Tipinos,"Anjou, Canada",Jan 2017,9,8,"Hello , at what time does the restaurant open ?"
1961,Marseilles Hotel,stephanie c,"Bayside, New York",Dec 2016,1,2,"Hi. What is the ""detached private bathroom"" as described for the ""Traditional room""? How is this different that the bathrooms that are inside a regular hotel room at other hotels? Thanks!"
1962,Marseilles Hotel,lodeanam,"Waynesboro, Virginia",Jul 2016,,,Do you offer shuttle service from airport to hotel?
1963,Marseilles Hotel,Amy2017,,Feb 2016,1,,Hello I booked a room for may where would I park my car? Is there a place where I can park my car were it will be secure?
1964,Marseilles Hotel,Traveling_Dubs,New York,Sep 2015,1,,I am trying to get some information on the set up and locations of the family rooms. Are they Street View or Ocean View? 1 Bathroom or 2? Balcony or No? Are both Rooms spacious? Does anyone have any pictures?
1965,Marseilles Hotel,Lost11,"New York City, New York",Apr 2015,6,2,"Hi, I am wondering when the pool will be opened - I have booked a stay there the weekend of April 24th. Thank you!"
1966,Marseilles Hotel,vanessa m,"Ozone Park, New York",Mar 2015,4,,is the pool now open?
1967,Marseilles Hotel,Lisa E,"Farmington Hills, Michigan",Feb 2015,18,3,Would love to see some pics of the new pool (assuming it is finished)... going in July...
1968,Marseilles Hotel,Carolina C,"Alexandria, Virginia",Feb 2015,,,is the pool renovated now? goin in May
1969,Marseilles Hotel,Janice B,"Winnipeg, Manitoba, Canada",Jan 2015,3,1,"We're staying there for 1 night before our cruise (Jan 23). When the cruise is over Jan 31, we have a late flight out of Miami. Would the hotel be willing to store our luggage for the day while we tour around South Beach?"
1970,Marseilles Hotel,dsierra7_12,"Memphis, Tennessee",Nov 2014,29,37,Is the pool renovation finished?
1971,Marseilles Hotel,Child48,"Birmingham, United Kingdom",Oct 2014,,,Will the pool be fully renovated by November 2014?
1972,Marseilles Hotel,RobertMatsu,Gibraltar,Sep 2014,2,3,Is the pool renovation finished
1973,Marseilles Hotel,RobertMatsu,Gibraltar,Sep 2014,2,3,Is the pool finished? Or you have to use next door hotel pool?
1974,Marseilles Hotel,Child48,"Birmingham, United Kingdom",Aug 2014,,,Are all the rooms and the swiming pool now fully renovated?
1975,Marseilles Hotel,DeboraLu,Argentina,Nov 2020,11,5,Hi. Are beach towels included in the resort fee? Thanks
1976,Marseilles Hotel,DeboraLu,Argentina,Nov 2020,11,5,Does the resort fee include beach towels? Thanks for your answer
1977,Marseilles Hotel,palomaMontevideo,Montevideo,Feb 2020,125,9,"Hola !! Me gustaría saber si es posible reservar una habitación con 3 camas separadas, somos 3 amigas, para el 15/4/2020 al 23/4/2020. Gracias"
1978,Marseilles Hotel,Ana Paula C,"Buenos Aires, Argentina",Nov 2019,181,14,Hola. Quisiera saber si el hotel recibe paquetes de compras online y si saben cuánto cobra por cada uno. Gracias.
1979,Marseilles Hotel,Aline L,"Sao Paulo, SP",Apr 2019,42,26,I would like to know the price of the parking and the resort fee? is there any fridge in the room?
1980,Marseilles Hotel,Gabriela g,"Montevideo, Uruguay",Feb 2019,48,27,"Hi, We arrive in Miami in the morning after a cruise, what is the cost of the early check in and the late check out? Thank you"
1981,Marseilles Hotel,Sergioaa85,"Mexico City, Mexico",Jan 2019,149,13,"Hola, El hotel cuenta con servicio de cuna para bebés?? Cuenta con acceso directo a la playa?? Gracias!!"
1982,Marseilles Hotel,Wander32958070100,,Jan 2019,,,Por favor me podrian informar el costo del estacionamiento o si es gratuito? Gracias
1983,Marseilles Hotel,Paufeli,"Belen de Escobar, Argentina",Dec 2018,128,51,"Hola, cual es el precio actual para el late check out y si esa opción se puede contratar al llegar al hotel? Gracias!!"
1984,Marseilles Hotel,upa,arg,Sep 2017,48,38,"Hola! Ya estuvimos en el hotel, y lo que me parece que le agregaría es heladera pequeña. Hay posibilidad de pedirla aunque sea con algún costo adicional?"
1985,Marseilles Hotel,Antonella G,"Buenos Aires, Argentina",Jul 2017,52,,Hola!!! El hotel ofrece servicio de guarda de equipaje luego del check out? Ya que mi vuelo sale por la noche me gustaría seguir disfrutando de las últimas horas
1986,Marseilles Hotel,tomasbernardes,"Berazategui, Argentina",Jul 2017,13,7,"Hola, tengo pensando ir a Miami en un mes, y tengo varias preguntas sobre este hotel: La primera, cuanto cuesta desayunar en el hotel y que tal es el desayuno? Tiene Wifi gratis? Tiene servicio de toallas y cuanto cuesta? El hotel cuenta con gimnasio? Gracias"
1987,Marseilles Hotel,tomasbernardes,"Berazategui, Argentina",Jul 2017,13,7,"Hola, tengo pensando ir a Miami en un mes, y tengo varias preguntas sobre este hotel: La primera, cuanto cuesta desayunar en el hotel y que tal es el desayuno? Tiene Wifi gratis? Tiene servicio de toallas y cuanto cuesta? El hotel cuenta con gimnasio? Gracias"
1988,Marseilles Hotel,upa,arg,Jun 2017,48,38,"Buenas tardes, me hospedé hace un par de años, según lo que estuve leyendo, la atención ya no es la misma, nosotros habíamos decidido volver, en función de eso... También quería saber si es cierto que cobran por recibir envíos de Amazon, por ejemplo, en el hotel y si hay estacionamientos cerca del mismo."
1989,Marseilles Hotel,Maria Lujan V,,May 2017,3,1,Hola buenos días. Quisiera saber si el hotel tiene el servicio de desayuno incluido o es con costo adicional? De no estar incluido cuál sería el costo del desayuno por día? Gracias
1990,Marseilles Hotel,Noemi199,"Dubrovnik, Croatia",Mar 2017,6,4,se debe pagar extra por el minibar?
1991,Marseilles Hotel,Noemi199,"Dubrovnik, Croatia",Mar 2017,6,4,cuánto cuesta el desayuno?
1992,Marseilles Hotel,Martin P,"Buenos Aires, Argentina",Mar 2017,5,2,"Hola, alguno compro algun producto de internet y lo mando al hotel? Como fue la experiencia? Cobran?"
1993,Marseilles Hotel,Renata Lima,"Belo Horizonte, MG",Jan 2017,17,4,Boa noite! Qual o valor do resort fee? E essa taxa é cobrada por pessoa ou por apartamento? Obrigada.
1994,Marseilles Hotel,Bruno Caro O,"Corrientes, Corrientes, Argentina",Jan 2017,5,,hola ! es linda la playa del hotel ? porqueme dijeron que en esa zona el agua no es tan limpia pero vi fotos que es hermosa y la otra consulta es si se puede agregar un frigobar aunque sea pagando extra gracias
1995,Marseilles Hotel,elizbetc,"Punta del Este, Uruguay",Nov 2016,23,8,"Hola en principio tengo planeado alojarme en el Dorchester, pero estaba pendiente de alguna promo en el Marseilles, pense que era mejor por estar mas ceca del mar y que este ultimo tiene servicio de playa y el Dorchester aparentemente no, cuando lei tu opinion me genero dudas,.... te parece mejor el Dorchester? gracias Elizbet"
1996,Marseilles Hotel,Mario V,"Buenos Aires, Argentina",Oct 2016,77,11,"Por favor, podrían informarme si en la habitación hay cafetera o pava eléctrica?"
1997,Marseilles Hotel,ulisesn,"Guaynabo, Puerto Rico",Oct 2016,2,,Alguien que recuerde Cuál es el precio de los tragos en el bar del hotel? Gracias y saludos!
1998,Marseilles Hotel,María Soledad R,"Bernal, Argentina",Sep 2016,,,tiene estacionamiento?
1999,Marseilles Hotel,Silvia B,,Aug 2016,,,"hola quisiera saber si contratando el hotel a traves de Booking,tiene el desayuno incluido. Ademas quisiera saber el precio diario del servicio de playa. muchas gracias"
2000,Marseilles Hotel,Ana M,"Montevideo, Uruguay",Aug 2016,44,5,"Hola por lo que veo las habitaciones las entregan a la tarde mi vuelo llega a las 6:00 am , el hotel tiene algún lugar donde descansar y dejar las valijas , o que me recomiendan hacer? ya que voy con mis hijos ."
2001,Marseilles Hotel,mari_nueva,"Rosario, Argentina",Jun 2016,15,1,"Hola, me interesaría hospedarme en el hotel en setiembre de este año, quería saber si para esa época la pileta va a estar funcionando porque según algunas opiniones que leí algunas veces no se puede utilizar. Gracias"
2002,Marseilles Hotel,Jennifer D,"Rotterdam, The Netherlands",Apr 2016,28,2,Does anyone know if the jacuzzi suite is located on the higher floors and if they have oceanview?? Thank you! Jennifer
2003,Marseilles Hotel,Florolenka,,Apr 2016,,,"Hola. Quisiera saber si hay algun shopping cerca. La idea es hacer playa y compras pero no queremos alquilar auto.... por otro lado aprox cuantos dolares por dia se necesitan para comer??? Y la ultima, el desayuno del hotel se puede incluir? Gracias"
2004,Marseilles Hotel,Deborika F,"Province of Buenos Aires, Argentina",Apr 2016,,,Hola el estacionamiento esta dentro del hotel?
2005,Marseilles Hotel,Beatriz Estela M,"Bahía Blanca, Buenos Aires, Argentina",Mar 2016,7,7,"el colectivo 150 que proviene del aeropuerto, ¿a que distancia me deja del hotel?"
2006,Marseilles Hotel,Ingrid Z,"Salto, Uruguay",Feb 2016,94,56,Me gustaria saber si cobran por el servicio de playa? y si tienen algun servicio de transporte al shopping sawgrass
2007,Marseilles Hotel,massimo f,"Bassano Del Grappa, Italy",Feb 2016,168,67,Good morning I needed a piece of information I have booked two rooms 6 to 13 June 2016 I wanted to know if it was also included this : - Unlimited local calls ; - WiFi in all rooms and public areas ; - The use of the business center ; - 2 deck chairs on the beach ; - 1 umbrella ; - Happy hour. or if there was an extra charge to be paid and how many dollars a day ? thanks Massimo
2008,Marseilles Hotel,cuny2014,"Buenos Aires, Argentina",Feb 2016,,,es buena la ubicación
2009,Marseilles Hotel,32305773,,Feb 2016,2,,Hay algún parking cerca del hotel ??gracias
2010,Marseilles Hotel,Ingrid Z,"Salto, Uruguay",Feb 2016,94,56,Hola quiero confirmar si el estacionamiento sigue costando U$S 16 por dia? Me pueden explicar como es le servicio de bus que ofrecen?
2011,Marseilles Hotel,Candelaria F,,Dec 2015,2,,"Hola tengo reserva desde el 8 al 15 de febrero 2016, quería saber como es el tema del parking? se puede reservar?. Gracias sds"
2012,Marseilles Hotel,Flovilaro,,Oct 2015,,,Hola! Me gustaría saber si reciben paquetes de compras por internet y cual es la política del hotel sobre este tema. Gracias!!
2013,Marseilles Hotel,Gustavo K,"Tel Aviv, Israel",Aug 2015,18,6,tiene Gym el hotel? gracias!
2014,Marseilles Hotel,Anna Paula M,Brazil,Jul 2015,11,7,I'd like to know if it's possible to order the placement of a fridge in the room and what would be its cost. Thanks.
2015,Marseilles Hotel,Josefa Q,"Copiapo, Chile",Jul 2015,3,,hola quería saber si en marzo del 2016 la piscina estará habilitada o pretenden hacer alguna remodelación ? y si incluye desayuno si no cuento sale gracias
2016,Marseilles Hotel,Fernanda G,"Province of Santa Fe, Argentina",Apr 2015,14,,hola .. te consulto .. el sector de pileta esta habilitado??¿¡
2017,Marseilles Hotel,Fernanda G,"Province of Santa Fe, Argentina",Mar 2015,14,,quisiera saber si el área de pileta esta habilitada ?¿ gracias!
2018,Marseilles Hotel,CINTIADURANTE,"Sao Paulo, SP",Jan 2015,145,102,"olá, quais são as taxas extras cobradas pelo resort? Taxas resort, uso de cadeiras, wifi...etc..."
2019,Marseilles Hotel,MARIANO p,"Province of Buenos Aires, Argentina",Dec 2014,,,a mi me robaron un perfume de 100 usa.. y ni perdon.. un desatre
2020,Marseilles Hotel,gigena2020,"Cordoba, Argentina",Dec 2014,14,,estare en abril 2015 el hotel tiene pileta? y reposeras de playa?
2021,Marseilles Hotel,Fernanda F,"Buenos Aires, Argentina",Sep 2014,98,8,"Hola, quería averiguar si el desayuno estaba incluido o no? en caso negativo, cuál es el costo? y qué incluye? Y con respecto al parking? Además del resort fee usd 17 por día, hay algún otro costo? Por último, cómo puedo hacer para reservar únicamente una habitación de las remodeladas? Muchas gracias!!"
2022,Kimpton Hotel Palomar South Beach,jnorrick,,Jul 4,1,,Can a shuttle be arranged from Miami Airport? My baby and I will be getting in around 10 PM and I'm trying to figure out our best transportation options to get to the hotel as quickly as possible.
2023,Kimpton Hotel Palomar South Beach,amazingtraveler117,,Mar 2021,1,1,Hello! Is there food and beverage service at the pool and beach? Thanks so much!
2024,Kimpton Hotel Palomar South Beach,Tex4n,Texas,Nov 2020,87,86,Their site says you can request a coffee maker in your room. Is it a Keurig?
2025,Kimpton Hotel Palomar South Beach,Ajs,"Sewell, New Jersey",Nov 2020,,,Is your restaurant and bars opened during this time? Is there Room service?
2026,Kimpton Hotel Palomar South Beach,Tarren Brandon,"Fort Mill, South Carolina",Aug 2020,1,,"Do you guys have free parking, if not, how much per day?"
2027,Kimpton Hotel Palomar South Beach,Tamika B,"Charlotte, North Carolina",Aug 2020,5,,How far is the hotel from the beach?
