id,hotel_name,user,city,date,contrib,help_votes,question
463,Fiesta Americana Condesa Cancun All Inclusive,Nicole V,,Jan 2022,,,Are umbrellas provided for free on the beach? Also does this resort offer any night life/ dancing? If not are any night clubs located near by?
464,Fiesta Americana Condesa Cancun All Inclusive,wesrob,"Alpena, Michigan",Dec 2021,31,7,"Are they still giving a free antigen test 1 day prior to departure? Do they test on Sunday? And, can you get a printed copy of the result?"
465,Fiesta Americana Condesa Cancun All Inclusive,Antonia K,"Port d'Alcudia, Spain",Dec 2021,,,Do they provide accommodation for people who test positive to COVID prior to flying back home?
466,Fiesta Americana Condesa Cancun All Inclusive,Lacey N,,Dec 2021,,,Is there a bar on the beach? Do they have any seltzers to drink(alcohol)??
467,Fiesta Americana Condesa Cancun All Inclusive,Andrew R,"Ypsilanti, Michigan",Dec 2021,,,With rules requiring a negative covid test to return to the US. Are covid tests provided by the hotel or how do we receive them.
468,Fiesta Americana Condesa Cancun All Inclusive,Christopher T G,"Orlando, Florida",Dec 2021,,,Can you book a stay here and opt out of the ALL-INCLUSIVE fee or is it a requirement? I am booking through Hilton Club and don't want to get there and be told I owe them more money for something that I don't really need.
469,Fiesta Americana Condesa Cancun All Inclusive,Robert W,,Dec 2021,1,,What restaurant require a reservation?
470,Fiesta Americana Condesa Cancun All Inclusive,Kayla P,,Dec 2021,,,Is there any type of alcohol package to purchase? What is included beverage wise in the all inclusive package?
471,Fiesta Americana Condesa Cancun All Inclusive,beth2229,"Novi, Michigan",Nov 2021,9,7,Are there pool/foam parties? Any live music? Are there a ton of kids in early March?
472,Fiesta Americana Condesa Cancun All Inclusive,Travelerslife4444,"Edmonton, Canada",Nov 2021,3,4,Looking for a calm shallow non rocky beach resort for kids . Would this place be good? Ages 8-11
473,Fiesta Americana Condesa Cancun All Inclusive,Manuel H,,Nov 2021,1,,"I need a PCR test to fly back home, does the hotel provide this test? Or do they recommend any lab to go? what is the cost? Thank you"
474,Fiesta Americana Condesa Cancun All Inclusive,Amy K,,Nov 2021,35,30,Does the spa do manicures and pedicures?
475,Fiesta Americana Condesa Cancun All Inclusive,saschamc,"Memphis, Tennessee",Nov 2021,174,62,How much does it cost to rent a cabana?
476,"The Westin Resort & Spa, Cancun",OnAir777221,"Boston, Massachusetts",Jul 2,,,Can we make arrangements for an airport shuttle to and from The Westin?
477,"The Westin Resort & Spa, Cancun",Mic,"Vancouver, Canada",Jun 2022,1,2,"I had been trying to get hold of the hotel to try and see if we can request for early check-in and also book airport transportation from Airport to Westin, but no response from their customer service and I get cut off every time I call their front desk. What's the best way to contact them? Thx"
478,"The Westin Resort & Spa, Cancun",jalicelien,"Vancouver, Canada",May 2022,10,,The Sauna or steam room available this hotel? Thanks!
479,"The Westin Resort & Spa, Cancun",momr2d2,"Mississauga, Canada",May 2022,1523,141,I am trying to book transportation from the airport to the hotel. The number for the concierge disconnects each time I call. How can I contact the hotel concierge to book this??
480,"The Westin Resort & Spa, Cancun",Chris,"Brooklyn, New York",Apr 2022,1,,I have a trip planned for end of May. What is the best way to make dinner reservations at the restaurants at the resort? Thanks!
481,"The Westin Resort & Spa, Cancun",Jay F,,Feb 2022,4,1,"Does the Westin provide onsite COVID-19 antigen testing to return to the US? If so, is there a fee?"
482,"The Westin Resort & Spa, Cancun",KLS805,"Camarillo, California",Jan 2022,4,,Can I get an email address to ask a question about an upcoming stay?
483,"The Westin Resort & Spa, Cancun",TrojansFB,"Bentonville, Arkansas",Jan 2022,,,"Can someone share food and beverages menus and pricing? What were your experiences compared to an all-inclusive option. Weighing our options, but really would like to stay here."
484,"The Westin Resort & Spa, Cancun",Blazer_Guy,"Durham, North Carolina",Jan 2022,144,129,is this property open ? how is the snorkeling?
485,"The Westin Resort & Spa, Cancun",Heidi B,,Jan 2022,,,Do you have a shuttle from the airport?
486,"The Westin Resort & Spa, Cancun",jfbarry,usa,Dec 2021,33,2,"Hi, could you please provide a current email address to reach a hotel representative? Thank you Jeannie"
487,"The Westin Resort & Spa, Cancun",RachelWVU,"Baltimore, Maryland",Dec 2021,4,,My husband and I are gluten free. Will we be okay? Are there gf options for dining at the resort? Thank you
488,"The Westin Resort & Spa, Cancun",Matt C,,Sep 2021,2,,We are being told things are closed down at this resort- Anyone go in August or Sept that can talk to what is going on there? HEard no activities -
489,"The Westin Resort & Spa, Cancun",Roam699100,,Sep 2021,,,do you off the covid 19 rapid test to get back to the united states
490,"The Westin Resort & Spa, Cancun",M.A,,Aug 2021,1,1,Is tennis equipment available for borrow? We are unsure if we should travel with our tennis rackets or if we are able to rent some on site.
491,"The Westin Resort & Spa, Cancun",Holly B,,Aug 2021,1,,"Wondering if the hotel offers the PCR test ondite and the cost. Also, is this hotel all inclusive? What does it cost to add the All incl. Or room service fees? Thanks!"
492,"The Westin Resort & Spa, Cancun",Nadine,"Myrtle Beach, South Carolina",Aug 2021,6,3,Hi we will be staying there in a couple months in a villa. Can anyone comment on condition of cookware in villas? Wondering if I should buy throw away quality for meals we might cook in room. Thx
493,"The Westin Resort & Spa, Cancun",deejayjx,"Calgary, Alberta, Canada",Jul 2021,4,1,Can someone share the hotel's email address? I want to ask them if they provide free PCR Covid testing? If it's not free how much is it? Thanks!
494,"The Westin Resort & Spa, Cancun",shawnee104,"Cary, North Carolina",Jul 2021,,,Hi. We are coming to the resort in November. Can you snorkle from the beach? Is there other snorkeling nearby?
495,"The Westin Resort & Spa, Cancun",Nadine,"Myrtle Beach, South Carolina",Jun 2021,6,3,Is there jet ski rental on beach on Westin property or nearby?
496,"The Westin Resort & Spa, Cancun",Lorie94526,"Danville, California",Apr 2021,8,6,we are staying 2 nights at Marriott Cancun Resort and 1 night at Westin Cancun (final night). Can we get COVID rapid test at the hotel and if so what is the fee?
497,"The Westin Resort & Spa, Cancun",Nakia F,,Mar 2021,,,Do you guys offer covid testing?
498,"The Westin Resort & Spa, Cancun",Roger B,"Maple Grove, Minnesota",Mar 2021,,,Is royal beach club open yet?
499,"The Westin Resort & Spa, Cancun",josdwils,"Carmel, IN",Feb 2021,10,4,"I am looking go here in April. Two questions. What is the best way to get to the hotel from the airport, rental car or is there a shuttle. The second question is where is the bext and quickest way to get tested for Covid for re-entry to the US?"
500,"The Westin Resort & Spa, Cancun",Varona G,"Paul, Idaho",Jan 2021,,,"1) Do you offer COVID-testing at your facility in Cancun? If not, do you know where testing can be done? 2) We selected pay at resort, do you take any form of payment (cash, card (american express, discover, etc.)?"
501,"The Westin Resort & Spa, Cancun",Britspics,"Elmont, New York",Jan 2021,7,3,Does your hotel the provide the antigen coved -19 test ? if so what is the cost of this test ?. If not where in the hotel zone can your guests get the test ? thank you
502,"The Westin Resort & Spa, Cancun",Britspics,"Elmont, New York",Jan 2021,7,3,Hi good afternoon. I will be staying at your fine resort 2/22/2021 through 2/28/2021 .Where will i be able to get a covid -19 test close to your hotel .As of now it seems i will need to show a negitive test result befor they let me back on the plane to New York. thanks Michael Brito
503,"The Westin Resort & Spa, Cancun",Shaira H,,Jan 2021,,,Do you have to pay a separate price for all inclusive meals? And does this include all 3 meals?
504,"The Westin Resort & Spa, Cancun",hockeyguy77,"Detroit, Michigan",Dec 2020,24,10,Does the resort have a Peloton bike?
505,"The Westin Resort & Spa, Cancun",Sandy F,"Evansville, Indiana",Nov 2020,50,35,"Hello, Is there a convenient store or liquor store close by? Thanks"
506,"The Westin Resort & Spa, Cancun",Li V,"Sao Paulo, SP",Nov 2020,17,42,are the tennis court operating? Are thre fee for plaiyng tennis?
507,"The Westin Resort & Spa, Cancun",Johmar S,"Santa Cruz, Bolivia",Oct 2020,1,,"Pueden proporcionar un email del hotel, tengo una reserva para los dias 29 y 29 de noviembre y tengo algunas consultas, o pueden por favor contactarme, mi email es johmar.sanjinez.suarez@gmail. com . Can I have a contact from the hotel please, I have a reservation in November and have a couple questions, my email address is johmar.sanjinez.suarez@gmail. com Kind regards, Gracias!!!"
508,"The Westin Resort & Spa, Cancun",r r,,Aug 2020,,,We are thinking about staying at one of the 2 bedroom villas. Are they close to the rest of the hotel area and pools? Is the beach access close to the villas?
509,"The Westin Resort & Spa, Cancun",Mike B,"Las Vegas, Nevada",Aug 2020,12,1,We went on Facebook and asked some questions. Someone responded without answering our questions and asked for our email. They said they would sound us a letter that you send your your guests when they arrive. It has been ten days and no email or letter. I haven't even arrived and I am already disappointed with your service. What amenities are open or closed? What restaurants are open or closed? We arrive on Friday.
510,"The Westin Resort & Spa, Cancun",RightWay2travel,,Jul 2020,85,30,Can a guest staying at Pueblo Bonito Rose travel freely between the sister hotels? For example if we wanted to go to the Pueblo Bonito Sunset beach and back? Or are there restrictions on that on what guests are allowed to travel between them? I was told that there is a shuttle but wasn’t sure if that would be available to us. I know there are other restaurants on the other properties and I would like to go explore those and the other properties if allowed.
511,"The Westin Resort & Spa, Cancun",michaelcanada,"Rome, Italy",Jul 2020,388,156,Is the beach closed at this hotel?
512,"The Westin Resort & Spa, Cancun",Mary B,"Surprise, Arizona",Jul 2020,132,23,"Traveling July 18, 2020. Is the breakfast buffet, pools, evening cocktails and hor deuves open?"
513,"The Westin Resort & Spa, Cancun",Quest12101544773,"Dallas, Texas",Mar 2020,,,what is the email address to share my reservation details?
514,"The Westin Resort & Spa, Cancun",Mark O,"Plano, Texas",Mar 2020,15,4,"I'm a Marriott Titanium Elite member, wondering if that will help getting room upgrade and access to the lounge. Can anyone help on this? - Going there in a couple of weeks for a couple of nights only."
515,"The Westin Resort & Spa, Cancun",Cyerca P,"Oakland, California",Feb 2020,95,10,Is there a security deposit when you check in and if so how much is it? Can I check in with my bank debit card? Thank you.
516,"The Westin Resort & Spa, Cancun",mark p,"Chicago, Illinois",Feb 2020,29,25,"I am an Elite Vistana timeshare owner,wondering if you have free access to go to Westin Laguna Mar pools for the day while you are staying at this property?"
517,"The Westin Resort & Spa, Cancun",Nadine,"Myrtle Beach, South Carolina",Feb 2020,6,3,"I am considering staying here in a Villa - 2BR/2BA. Couple questions: Do updated villas have new furniture, etc and do ALL villas have either a balcony or terrace on oceanfront?"
518,"The Westin Resort & Spa, Cancun",Tuan V,,Feb 2020,8,1,Does anyone have an e-mail for the hotel. My booking includes airport pickup but I can't seem to find a contact for them. Thanks
519,"The Westin Resort & Spa, Cancun",Tuan V,,Jan 2020,8,1,"Is there a meal plan you can buy when you get to the hotel? If so, how much does this cost?"
520,"The Westin Resort & Spa, Cancun",TRAVELHAIR,"Philadelphia, Pennsylvania",Jan 2020,288,33,It’s checkout time really 10 AM?
521,"The Westin Resort & Spa, Cancun",Joel,"Costa Mesa, California",Jan 2020,,,Any recommendations for a shuttle from the airport to the hotel? Approximately how much should it cost for a party of 9?
522,"The Westin Resort & Spa, Cancun",Pieffelle,"Milan, Italy",Jan 2020,2,8,Hi will you get day guests? I have a late flight and would like to came in stay by the beach have a shower and have dinner
523,"The Westin Resort & Spa, Cancun",Joel,"Costa Mesa, California",Dec 2019,,,"If I book a royal beach club room for 4 people, can all 4 people access the royal beach club lounge?"
524,"The Westin Resort & Spa, Cancun",Hira S,,Dec 2019,,,How do I book RBC room with bonvoy points
525,"The Westin Resort & Spa, Cancun",Jonathan,"Granby, Canada",Dec 2019,5,,is this an all-inclusive?
526,Hard Rock Hotel Cancun,arianna b,,Jul 7,,,"Hi, I work for The Colony Palm Beach Hotel in Florida, Could you please share your General Managers Name and email address for Hard Rock Cancun?"
527,Hard Rock Hotel Cancun,philip j,"Lubbock, Texas",Jul 3,,,Is there an adult-only pool at this HR resort (Cancun)?
528,Hard Rock Hotel Cancun,philip j,"Lubbock, Texas",Jul 3,,,Is there an adult-only pool at this HR resort?
529,Hard Rock Hotel Cancun,Anthony K,"Cheektowaga, New York",Jun 2022,20,7,Do the grey/platinum wristbands allow access to both 3rd floor pools? Calling hotel and no one at the front desk can answer this. Thanks
530,Hard Rock Hotel Cancun,Angéla G,,Jun 2022,,,Is the Moet Champagne included in the all inclusive?
531,Hard Rock Hotel Cancun,Rand R,Ohio,Jun 2022,31,22,Can you still smoke on your balcony & at the pool area by the bar ?
532,Hard Rock Hotel Cancun,NickBakko,"Detroit, Michigan",Jun 2022,4,17,All the room are Oceanview
533,Hard Rock Hotel Cancun,Janet B,,Jun 2022,3,,Hi I was wondering if there is alot seaweed at this time! I know this is happening but is there alot thank you
534,Hard Rock Hotel Cancun,Janet B,,May 2022,3,,Hi I booked 2 bedroom presidential ocean front with personal assistant I am legendary member I was wondering where those rooms are located at Cancun hardrock is it the 2 end towers that k you
535,Hard Rock Hotel Cancun,Michelle W,,May 2022,26,2,"Hi, we like to go for a morning swim before breakfast, what time does the pool open please? Thanks"
536,Hard Rock Hotel Cancun,Judy C,"Bellevue, Washington",Apr 2022,2,,Did you at least get your promised trip? We bought 3 last week and now there's this sudden email requesting $99 + tax activation fee due within the month. No contract ever emailed so everything verbal is just what I and husband can recall.
537,Hard Rock Hotel Cancun,Lookingforthegood,"Greater London, United Kingdom",Apr 2022,276,120,"I have recently read of a Tampa family that was detained in the hotel because they were charged for an an excusion, which they never had. Even after they paid, you still detained them with force. Would it be better if all guests paid with cash, no cards, for everything, everyday, for every item, to avoid this racket.. It was a racket because you refunded their money. . . ."
538,Hard Rock Hotel Cancun,alejandroavz,"Monterrey, Mexico",Apr 2022,28,7,Hola! Aún se maneja alguna opción de day pass? En caso de que si cuál es el costo y como se puede reservar ?
539,Hard Rock Hotel Cancun,Jennifer M,"Glasgow, United Kingdom",Apr 2022,67,57,How easy is it to get a sun bed in July?
540,Hard Rock Hotel Cancun,jrousewr,"Milton Keynes, United Kingdom",Mar 2022,10,7,Is it worth upgrading to a seaview from a Lagoon view?
541,Hard Rock Hotel Cancun,beerman,"Boothwyn, Pennsylvania",Mar 2022,201,46,What are the golf rates for hotel guest?
542,Hard Rock Hotel Cancun,Ang,,Mar 2022,57,6,"Hi, are there any rooms that are ocean front? From what I have seen of the website it all says ocean view. Any recommendations on specific room numbers? Looking at the Deluxe ocean view or Diamond ocean view category"
543,Hard Rock Hotel Cancun,dharma r,,Mar 2022,,,"Hi, I am travelling on Monday to this hotel, and wanted to know the Covid requirement for return. looking at the site, it seems like i need to get Antigen covid test for return to the USA. what if the result come back positive, what happens than? does the person get to stay in this hotel or have to arrange for other hotel? how long does it take to get cleared and be able to return to the USA? i am just worried as this is my 1st time overseas."
544,Hard Rock Hotel Cancun,Maz S,,Mar 2022,3,1,Hi does anyone know how to book the restaurants in hard rock
545,Hard Rock Hotel Cancun,Louisa S,"London, United Kingdom",Mar 2022,80,11,"Hi we booked all inclusive through tui; it says 24/7 room service is included in our all inclusive and we can order room service without paying , is this true ?"
546,Hard Rock Hotel Cancun,Maz S,,Mar 2022,3,1,Hi does anyone know where all the shops & bars are near hard rock cancun. & is it safe to travel outside the hotel.
547,Hard Rock Hotel Cancun,Cory Roche,"Brigham City, Utah",Mar 2022,1,2,"Hi, I have always gone out to the Cancun Palace then Hardrock as a Member of Palace Premier. My membership was in my ex's name and was thinking about going out as a non member this time. Is there a big difference in the benefits/perks you get from being a member to going as a non member? If anyone knows A rep with Hardrock says that it is better to come as a member but I wanted to see what actual travelers say"
548,Hard Rock Hotel Cancun,Ang,,Feb 2022,57,6,"Hi, can anyone tell me how much a beach cabana is and what is included with that? Thank you"
549,Hard Rock Hotel Cancun,Honest Reviewer,,Feb 2022,4,,What happened to all the Tripadvisor reviews? $500.00 a night and no reviews....
550,Hard Rock Hotel Cancun,mimidestination,"Bangkok, Thailand",Feb 2022,,,"Hi, I plan to rent a car from your property to Hard Rock Hotel Riviera Maya on Mar 16-Mar 18, please advise. Mimi"
551,Hard Rock Hotel Cancun,Maz S,,Feb 2022,3,1,Hi can anyone tell me if they have tea coffee facilities in room.
552,Hard Rock Hotel Cancun,KMHNY,"West Sayville, New York",Jan 2022,184,6,Can you tell me if you serve Dole pineapple juice? I find a big taste difference and quality in other brands. TYIA
553,Hard Rock Hotel Cancun,charlaala,"Greater London, United Kingdom",Jan 2022,3,2,I had a look at the website and can’t find a bar open past 11pm at night. Is that correct? Thanks in advance.
554,Hard Rock Hotel Cancun,Sums15,"Saskatoon, Canada",Jan 2022,45,21,"I have a rock royalty room with a king bed. I need 2 beds. I’ve booked through Sunwing. Is there an extra charge? How can I let the hotel know? Also, can I make restaurant reservations before I arrive?"
555,Hard Rock Hotel Cancun,Rosie,"Chicago, Illinois",Jan 2022,2,,I want to add additional person to my room. How much would it be to pay for her for the all inclusive for each day?
556,Hard Rock Hotel Cancun,Agamemnon_87,"Burnley, United Kingdom",Jan 2022,1385,153,"Hello, arriving from the UK on 19th January, booked a deluxe double room with sea view, balcony and whirlpool bath with my wife and 2 year old daughter, we’ve been really looking forward to this trip, but some negative reviews lately have given me cause for concern about the state of the rooms. What’s everyone experience on this please? We’ve stayed at a few hotels in cancun and never had a problem with that. Kind regards, Adam Lee"
557,Hard Rock Hotel Cancun,Terry M,,Jan 2022,1,,So we are booked there through our vacation exchange. Is is possible to add rock royalty without buying a time share? There aren't any casinos in our area to earn other points or upgrades. TY
558,Hard Rock Hotel Cancun,Franky_7531,,Jan 2022,25,25,"Hello, can I visit the cafe/bar whilst in another resort in Cancun. I love Hard Rock, and I have the understanding that the cafe in town is closed? Thank you in advance 👍🏻"
559,Hard Rock Hotel Cancun,squirrelnibbler,"Belmont, California",Jan 2022,135,54,Can someone post the dry cleaning / laundry price list?
560,Hard Rock Hotel Cancun,Phil D,,Dec 2021,2,2,My fiancee mother is coming with us and wants to know how loud the music is around the pool etc is it really loud ?
561,Hard Rock Hotel Cancun,Maria M,,Dec 2021,,,Is pk my service dog
562,Hard Rock Hotel Cancun,Keiran,"Oxfordshire, United Kingdom",Nov 2021,52,40,Could someone inform me on whether there is some sort of resort credit per week to use for the Al a carte restaurants? Stayed at the HRH Tenerife and there as a 30eur credit to use per person for the al a carte and wasn't sure if this is the case for cancun. can't find any information regarding this. TIA
563,Hard Rock Hotel Cancun,Casey S,"Jupiter, Florida",Nov 2021,,,Where are the deluxe diamond rooms located and what color are the wrist bands?
564,Hard Rock Hotel Cancun,Julie L,,Nov 2021,7,,"I am traveling here Dec 24-29. I would like a list of activities and spa prices, so that I can make the most of our (Family of 11) stay!"
565,Hard Rock Hotel Cancun,Liv,"Manchester, United Kingdom",Nov 2021,1,,Is there anywhere in the hotel or close by that’s shows English premier league football?
566,Hard Rock Hotel Cancun,Catherine B,"Ottawa, Canada",Nov 2021,1,3,Is there an adult only section?
567,Hard Rock Hotel Cancun,CANDICE W,"Curtice, Ohio",Nov 2021,,,What alcohol do they serve. specifically looking for crown royal and titos vodka but curious if they carry top shelf or just premium?
568,Hard Rock Hotel Cancun,Sallye B,,Oct 2021,1,,How much do you tip butler at hard rock cancun cabanas
569,Hard Rock Hotel Cancun,Anthony D,,Sep 2021,1,,Is it good to go around Christmas week?
570,Hard Rock Hotel Cancun,Anthony D,,Sep 2021,1,,Is this resort excellent for singles and swingers?
571,Hard Rock Hotel Cancun,Jake S,,Sep 2021,,,Any covid requirements upon arrival? Covid vaccine or PCR Testing?
572,Hard Rock Hotel Cancun,NORMZZ,"Chicago, Illinois",Sep 2021,164,100,Hi. Do you have an airport pick-up service? How about PCR test for Covid (and how much)? Thanks
573,Hard Rock Hotel Cancun,NORMZZ,"Chicago, Illinois",Sep 2021,164,100,Hi. Do you have an airport pick-up service? How about PCR test for Covid (and how much)? Thanks
574,Hard Rock Hotel Cancun,Veronica G,,Sep 2021,,,What is the highest amount and atm at the hard rock will dispense?
575,Hard Rock Hotel Cancun,Veronica G,,Sep 2021,,,What is the highest amount and atm at the hard rock will dispense?
576,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Ebony M,,Jul 8,,,Does this resort use purified water for ice?
577,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",JuGG K,"North Miami Beach, Florida",Jul 5,,,"Going On a Trip of four in late July, all of us our ages 20-22. Is this going to be a good resort ? Parties, drinks, activities in the hotel ?"
578,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Ksufan1998,"Canton, Kansas",Jul 2,69,5,Do you get any sort of benefits from having Platinum Bonvoy status at this property?
579,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Ksufan1998,"Canton, Kansas",Jul 2,69,5,"Are masks being required of guests anywhere? What about staff? If so, does anybody know if they have plans to end it?"
580,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Kelsey W,,Jul 1,,,Is there a laundrette on site?
581,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",bere,,Jun 2022,,,how much is the all iclusive meal plan?
582,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",rasal a,,Jun 2022,13,1,hi can someone please let me no if the 24 hour room service is included in the all inclusive package thanks
583,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",devonshire2,"George Green, United Kingdom",Jun 2022,15,29,Is topless sunbathing permitted on the beach? Also is it 24 hour all inclusive?
584,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",marif2,"Los Angeles, California",Jun 2022,23,18,"Royalton Chic Cancun, PRE-CHECKIN - What is it that is required while doing a pre-checkin ? Can you back out in the middle, if uncomfortable to provide info. online? How far a date can you check in before scheduled arrival? What is the highest floor before the roof-top noise kicks in? Is Covid protocols followed by the resort? Is Covid protocols followed by guests? Booked for end of june 2022."
585,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Neesha,"Norfolk, United Kingdom",May 2022,25,11,"Weather suggests terrible weather all day at the moment, please tell me that isn’t the case :("
586,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Kat C,"Lake Hopatcong, New Jersey",May 2022,49,77,"Hi everyone, for dinner in restaurants do men need COLLARED shirts? Some resorts are very fussy about it..."
587,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Anne-Marie F,,May 2022,,,Hi I’ve booked 10 nights in November; what are the extra perks of the Diamond Club and can you only upgrade on arrival? Is it worth it? Also can you use the A La Carte restaurants every night or do you only get so many reservations per stay? Is the Rooftop bar with booking a Cabana? Sorry so many questions!! Thanks in advance!
588,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Mel W,"Warrington, United Kingdom",May 2022,40,10,"Hi, What adapters will we need for the plugs in the rooms please?"
589,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Onlythetruthplease,"Cardiff, United Kingdom",May 2022,27,33,Can someone tell me how you upgrade to diamonds club please?
590,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Erica,"Atlanta, Georgia",May 2022,,,"Hello- Is there Jet Skiing available at the resort? If so, what is the pricing?"
591,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Tim W,"Goole, United Kingdom",May 2022,1,,Hi do we need to bring our own beach towels or does the hotel provide them
592,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Tim W,"Goole, United Kingdom",May 2022,1,,Hi do we need to bring our own beach towels or does the hotel provide them
593,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",rls3011,United Kingdom,May 2022,37,40,"Is it preferred to tip in USD or MXN? We’re coming from the UK so if USD is preferred I want to make sure we get hold of some beforehand, otherwise I’ll just withdraw MXN 😁 thanks!"
594,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Kat C,"Lake Hopatcong, New Jersey",May 2022,49,77,"Hi what's the latest story on mask mandate? We've stayed in Haven Riviera Cancun in January and makes were no longer required. I'm reading that Royalton CHIC still requires them, that makes no sense is it true?"
595,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Brian-Cathy,"Mississauga, Canada",May 2022,266,213,"Regarding the restaurants, for dinner - what is the dress code for men? Are dress shorts and a dress shirt with shoes acceptable... or is it only long pants? Thanks,"
596,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",rls3011,United Kingdom,Apr 2022,37,40,"Probably a silly question.. but if you would like two beds instead of one (luxury junior suite) do you have to inform the hotel in advance? Unsure if maybe not all luxury junior suites have the two bed set up, so don’t want to be stuck sharing a bed? Thanks!"
597,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Mandy F,"Kent, United Kingdom",Apr 2022,35,31,Hi a couple of questions please. 1 Do you need to wear face masks ? 2 Can you go to the roof top if you are not in the diamond club ? 3 how much is it for the diamond club and is it worth it ? Thank you
598,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Olivia,,Apr 2022,2,,Is this hotel adults only? I have just read a review where kids were in attendance.
599,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Fabian C,,Apr 2022,,,How much are the bottles on the 18th floor Pool? What are the prices for drinks?
600,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Melissa M,,Apr 2022,,,Do you provide covid insurance?
601,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Neesha,"Norfolk, United Kingdom",Apr 2022,25,11,Are towels provided for use round the pool?
602,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",londondave,"Tilbury, United Kingdom",Apr 2022,280,64,Hi there are mask Still compulsory indoors I know outside was drop in late March
603,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",londondave,"Tilbury, United Kingdom",Apr 2022,280,64,Hi there are mask Still compulsory indoors I know outside was drop in late March
604,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Kat C,"Lake Hopatcong, New Jersey",Apr 2022,49,77,"What is the smoking policy in this resort? I read a review that people smoke in the pool and nothing is being done to stop it, that's disturbing."
605,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",karen h,"Birmingham, United Kingdom",Apr 2022,134,53,are you able to visit roof top pool if you are not diamond club ? do you have to pay extra
606,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Kat C,"Lake Hopatcong, New Jersey",Apr 2022,49,77,"Hi, for US citizens does this resort provide Covid testing on site at no charge, thanks."
607,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Kat C,"Lake Hopatcong, New Jersey",Apr 2022,49,77,"Hi, if you are Diamond Club is the restaurant on the rooftop included or extra? Also, any dress code and what do they serve lunch, dinner? What's the vibe and is the food decent? Thanks :)))"
608,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Paulwaters22,"Ashby de la Zouch, United Kingdom",Apr 2022,208,45,Does anybody have a contact Email for this Hotel please? I’ve tried a few times but I am getting no reply. I would love to enquire about Diamond Club. Thank You in Advance. Paul - UK
609,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Daniel D,"Liverpool, United Kingdom",Apr 2022,,,"Hi, How much is it to upgrade to diamond club in US Dollars? Thanks Dan"
610,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Eric Ng,"Montreal, Canada",Mar 2022,199,60,"Hi there, Can anyone tell me if Corona, Heineken are part of their beer choices? As for liquor, any Johnny Walker Black Label? Thanks"
611,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",wally j,,Mar 2022,,,can i have guest. at diamond club like whole day pass
612,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",jrousewr,"Milton Keynes, United Kingdom",Mar 2022,10,7,Is there a beach bar?
